locus	chr	start	stop	n_snps	n_pcs	phen1	phen2	rho	rho.lower	rho.upper	r2	r2.lower	r2.upper	p
2133	16	50467034	52041336	1888	220	LBD_chia2021	UC_delange2017	0.0948022	-0.26465	0.4647	0.00898746	0	0.21934	0.585889
2133	16	50467034	52041336	1888	220	PD_nalls2019	UC_delange2017	0.196022	0.01148	0.38139	0.0384246	0.00057	0.14546	0.0368335
2139	16	58508979	59885499	2032	152	PD_nalls2019	SCZ_pardinas2018	-0.0939707	-0.32432	0.13534	0.00883048	0	0.10552	0.409429
2142	16	62607091	64207176	2099	160	PD_nalls2019	SCZ_pardinas2018	-0.18239	-0.49882	0.10855	0.033266	0	0.24896	0.21558
2147	16	68435729	69549149	1455	114	PD_nalls2019	UC_delange2017	0.164336	-0.2033	0.55196	0.0270063	0	0.30599	0.362771
2149	16	71062713	72089511	1258	110	PD_nalls2019	SCZ_pardinas2018	0.107609	-0.24536	0.48499	0.0115798	0	0.23766	0.540471
2159	16	78973581	79662634	1711	275	ALS_vanrheenen2021	LBD_chia2021	-0.573022	-0.98146	-0.2583	0.328354	0.06672	0.96327	0.000807843
2159	16	78973581	79662634	1711	275	ALS_vanrheenen2021	MS_imsgc2019	-0.254539	-0.55112	0.02526	0.0647899	0	0.30374	0.0745482
2159	16	78973581	79662634	1711	275	ALS_vanrheenen2021	PD_nalls2019	-0.0166576	-0.19364	0.15103	0.000277476	0	0.04134	0.852163
2159	16	78973581	79662634	1711	275	ALS_vanrheenen2021	SCZ_pardinas2018	-0.25271	-0.52911	0.01569	0.0638625	0	0.27996	0.0641188
2159	16	78973581	79662634	1711	275	LBD_chia2021	MS_imsgc2019	0.254938	-0.09795	0.64878	0.0649934	0	0.42091	0.148525
2159	16	78973581	79662634	1711	275	LBD_chia2021	PD_nalls2019	-0.0997525	-0.34081	0.12856	0.00995057	0	0.11618	0.38425
2159	16	78973581	79662634	1711	275	LBD_chia2021	SCZ_pardinas2018	-0.142545	-0.50565	0.20219	0.0203192	0	0.25592	0.398312
2159	16	78973581	79662634	1711	275	MS_imsgc2019	PD_nalls2019	0.190943	0.00774	0.37634	0.0364592	0.00051	0.14163	0.0416463
2159	16	78973581	79662634	1711	275	MS_imsgc2019	SCZ_pardinas2018	0.244421	-0.03496	0.52472	0.0597418	0	0.27533	0.0851245
2159	16	78973581	79662634	1711	275	PD_nalls2019	SCZ_pardinas2018	0.191398	0.01717	0.36866	0.0366333	0.00081	0.13591	0.0314417
2175	17	1480057	2699135	1448	204	PD_nalls2019	SCZ_pardinas2018	0.0412771	-0.14242	0.22578	0.0017038	0	0.05212	0.650584
2178	17	4463972	5573784	2308	182	FTD_ferrari2014	PD_nalls2019	0.406976	0.09876	0.79017	0.165629	0.01014	0.62437	0.0108948
2189	17	15308723	16405207	903	89	CD_delange2017	PD_nalls2019	-0.393483	-0.70673	-0.12767	0.154829	0.01652	0.49947	0.00455035
2192	17	18900979	20402494	826	47	PD_nalls2019	SCZ_pardinas2018	0.099163	-0.23029	0.43197	0.0098333	0	0.18975	0.532679
2194	17	21432874	25872110	358	41	CD_delange2017	PD_nalls2019	-0.0764737	-0.64835	0.46988	0.00584823	0	0.45898	0.763694
2199	17	32356062	33614189	2225	236	CD_delange2017	PD_nalls2019	-0.200081	-0.3955	-0.00662	0.0400324	0.00059	0.15642	0.0421428
2203	17	37361179	38880481	1210	113	CD_delange2017	PD_nalls2019	0.012986	-0.1841	0.20729	0.000168635	0	0.0509	0.897273
2203	17	37361179	38880481	1210	113	CD_delange2017	UC_delange2017	0.825393	0.67883	0.97089	0.681274	0.46081	0.94262	4.45106e-11
2203	17	37361179	38880481	1210	113	PD_nalls2019	UC_delange2017	-0.0727042	-0.28151	0.13456	0.00528591	0	0.07934	0.479222
2205	17	40233546	42348003	1868	153	CD_delange2017	MS_imsgc2019	-0.709086	-1	-0.38741	0.502803	0.15008	1	0.000108253
2205	17	40233546	42348003	1868	153	CD_delange2017	PD_nalls2019	0.134678	-0.11013	0.37852	0.0181382	0	0.14328	0.2695
2205	17	40233546	42348003	1868	153	CD_delange2017	UC_delange2017	0.658445	0.41196	0.89148	0.43355	0.16971	0.79473	2.95053e-05
2205	17	40233546	42348003	1868	153	MS_imsgc2019	PD_nalls2019	-0.319971	-0.68687	0.00243	0.102381	0	0.47179	0.049981
2205	17	40233546	42348003	1868	153	MS_imsgc2019	UC_delange2017	-0.808342	-1	-0.45167	0.653417	0.20401	1	5.54389e-05
2205	17	40233546	42348003	1868	153	PD_nalls2019	UC_delange2017	-0.0844887	-0.36269	0.186	0.00713835	0	0.13319	0.535576
2206	17	42348004	43460500	1362	146	PD_nalls2019	SCZ_pardinas2018	0.0866834	-0.19294	0.38135	0.00751401	0	0.14563	0.536344
2208	17	44865833	45883901	1251	90	MS_imsgc2019	PD_nalls2019	0.00167359	-0.26566	0.27293	2.8009e-06	0	0.09768	0.989929
2217	17	56245228	58652809	1546	129	MS_imsgc2019	PD_nalls2019	0.00868809	-0.40588	0.41977	7.54829e-05	0	0.23063	0.964101
2217	17	56245228	58652809	1546	129	MS_imsgc2019	SCZ_pardinas2018	0.314763	-0.04509	0.69399	0.0990759	0	0.48163	0.0834878
2217	17	56245228	58652809	1546	129	PD_nalls2019	SCZ_pardinas2018	-0.281115	-0.78253	0.167	0.0790258	0	0.61324	0.20234
2219	17	60453121	62112373	1417	105	AD_schwartzentruber2021	PD_nalls2019	-0.156645	-0.44609	0.11984	0.0245376	0	0.199	0.264457
2227	17	70495120	71466953	1139	216	PD_nalls2019	UC_delange2017	0.0349985	-0.18982	0.27087	0.00122489	0	0.07941	0.751978
2251	18	12735559	13641479	1462	197	AD_schwartzentruber2021	CD_delange2017	0.0163025	-0.3132	0.32564	0.00026577	0	0.13551	0.916319
2251	18	12735559	13641479	1462	197	AD_schwartzentruber2021	PD_nalls2019	-0.163881	-0.44821	0.09299	0.0268569	0	0.20094	0.196864
2251	18	12735559	13641479	1462	197	AD_schwartzentruber2021	UC_delange2017	0.178265	-0.20333	0.60589	0.0317786	0	0.3671	0.349135
2251	18	12735559	13641479	1462	197	CD_delange2017	PD_nalls2019	0.0757711	-0.07466	0.22679	0.00574126	0	0.05151	0.327389
2251	18	12735559	13641479	1462	197	CD_delange2017	UC_delange2017	0.798487	0.6115	1	0.637582	0.37393	1	6.31892e-09
2251	18	12735559	13641479	1462	197	PD_nalls2019	UC_delange2017	-0.127413	-0.3411	0.08128	0.016234	0	0.11635	0.216506
2281	18	52512524	53762996	1755	171	PD_nalls2019	SCZ_pardinas2018	0.084963	-0.16063	0.32293	0.00721871	0	0.10503	0.488105
2282	18	53762997	54957867	1457	145	PD_nalls2019	SCZ_pardinas2018	0.136157	-0.11175	0.39264	0.0185386	0	0.15452	0.278368
2284	18	55809316	56832312	2000	234	CD_delange2017	MS_imsgc2019	0.471964	0.15167	0.83218	0.22275	0.02307	0.69253	0.00595719
2284	18	55809316	56832312	2000	234	CD_delange2017	PD_nalls2019	0.013767	-0.24341	0.27002	0.000189529	0	0.08956	0.913953
2284	18	55809316	56832312	2000	234	MS_imsgc2019	PD_nalls2019	0.0737329	-0.17485	0.33378	0.00543654	0	0.11272	0.555711
2305	18	77148138	78017072	1041	120	PD_nalls2019	SCZ_pardinas2018	0.100593	-0.14744	0.35855	0.010119	0	0.12879	0.419251
2314	19	6455429	7249359	1378	192	LBD_chia2021	MS_imsgc2019	0.101138	-0.22871	0.43102	0.0102288	0	0.19176	0.52938
2314	19	6455429	7249359	1378	192	LBD_chia2021	PD_nalls2019	-0.0665092	-0.32563	0.18208	0.00442347	0	0.10956	0.587557
2314	19	6455429	7249359	1378	192	MS_imsgc2019	PD_nalls2019	-0.0378103	-0.18537	0.10957	0.00142962	0	0.03513	0.620539
2318	19	10028841	11681978	2405	238	AD_schwartzentruber2021	ALS_vanrheenen2021	0.151807	-0.28074	0.60914	0.0230454	0	0.37476	0.457259
2318	19	10028841	11681978	2405	238	AD_schwartzentruber2021	CD_delange2017	-0.121067	-0.43739	0.17364	0.0146573	0	0.19131	0.420526
2318	19	10028841	11681978	2405	238	AD_schwartzentruber2021	MS_imsgc2019	0.459248	0.15682	0.81526	0.210909	0.02469	0.66465	0.0048073
2318	19	10028841	11681978	2405	238	AD_schwartzentruber2021	PD_nalls2019	-0.0787966	-0.37298	0.20959	0.0062089	0	0.14341	0.579233
2318	19	10028841	11681978	2405	238	AD_schwartzentruber2021	SCZ_pardinas2018	-0.298712	-0.80935	0.12619	0.0892287	0	0.65538	0.15853
2318	19	10028841	11681978	2405	238	AD_schwartzentruber2021	UC_delange2017	0.137291	-0.26871	0.58219	0.0188489	0	0.34152	0.488037
2318	19	10028841	11681978	2405	238	ALS_vanrheenen2021	CD_delange2017	-0.130518	-0.47796	0.19631	0.0170351	0	0.23134	0.415018
2318	19	10028841	11681978	2405	238	ALS_vanrheenen2021	MS_imsgc2019	0.430022	0.10221	0.84004	0.184918	0.01075	0.70566	0.0124097
2318	19	10028841	11681978	2405	238	ALS_vanrheenen2021	PD_nalls2019	-0.246131	-0.59316	0.05242	0.0605804	0	0.35184	0.105566
2318	19	10028841	11681978	2405	238	ALS_vanrheenen2021	SCZ_pardinas2018	-0.184791	-0.7074	0.26767	0.0341479	0	0.50581	0.4081
2318	19	10028841	11681978	2405	238	ALS_vanrheenen2021	UC_delange2017	0.101982	-0.35224	0.57296	0.0104003	0	0.34058	0.627533
2318	19	10028841	11681978	2405	238	CD_delange2017	MS_imsgc2019	0.429716	0.19747	0.67595	0.184656	0.039	0.45691	0.000610678
2318	19	10028841	11681978	2405	238	CD_delange2017	PD_nalls2019	-0.167513	-0.38218	0.04533	0.0280607	0	0.14606	0.122408
2318	19	10028841	11681978	2405	238	CD_delange2017	SCZ_pardinas2018	0.217644	-0.1138	0.58035	0.0473687	0	0.33681	0.188805
2318	19	10028841	11681978	2405	238	CD_delange2017	UC_delange2017	0.442033	0.15191	0.71801	0.195394	0.0232	0.51554	0.00500702
2318	19	10028841	11681978	2405	238	MS_imsgc2019	PD_nalls2019	-0.434364	-0.665	-0.21109	0.188672	0.04456	0.44223	0.000210941
2318	19	10028841	11681978	2405	238	MS_imsgc2019	SCZ_pardinas2018	-0.474257	-0.91832	-0.13666	0.22492	0.01869	0.84331	0.00758694
2318	19	10028841	11681978	2405	238	MS_imsgc2019	UC_delange2017	0.4056	0.09126	0.76223	0.164512	0.00936	0.58099	0.0147294
2318	19	10028841	11681978	2405	238	PD_nalls2019	SCZ_pardinas2018	0.0778204	-0.24252	0.41969	0.00605602	0	0.18125	0.619664
2318	19	10028841	11681978	2405	238	PD_nalls2019	UC_delange2017	0.0273343	-0.27707	0.33045	0.000747166	0	0.12767	0.85136
2318	19	10028841	11681978	2405	238	SCZ_pardinas2018	UC_delange2017	0.0199796	-0.45048	0.4903	0.000399185	0	0.31006	0.926173
2319	19	11681979	13213186	1256	97	PD_nalls2019	SCZ_pardinas2018	-0.41101	-0.8233	-0.05427	0.168929	0.00455	0.67783	0.0291195
2325	19	17045964	17750518	984	123	ALS_vanrheenen2021	PD_nalls2019	-0.00489263	-0.26188	0.24903	2.39378e-05	0	0.0848	0.968739
2326	19	17750519	18504867	1072	156	ALS_vanrheenen2021	MS_imsgc2019	-0.0152478	-0.36475	0.33031	0.000232496	0	0.15955	0.927862
2326	19	17750519	18504867	1072	156	ALS_vanrheenen2021	PD_nalls2019	0.171028	-0.02881	0.37473	0.0292507	0	0.14042	0.0974828
2326	19	17750519	18504867	1072	156	MS_imsgc2019	PD_nalls2019	0.0685094	-0.20379	0.33942	0.00469354	0	0.11731	0.601348
2327	19	18504868	19749166	1165	113	PD_nalls2019	SCZ_pardinas2018	-0.0941381	-0.44632	0.2494	0.00886199	0	0.20175	0.573963
2337	19	30375793	31763008	1680	183	PD_nalls2019	SCZ_pardinas2018	0.219311	-0.03085	0.48915	0.0480973	0	0.23926	0.0848501
2350	19	43960959	45040932	1391	132	AD_schwartzentruber2021	PD_nalls2019	-0.0855058	-0.29919	0.12331	0.00731124	0	0.08953	0.417364
2351	19	45040933	45893307	993	161	AD_schwartzentruber2021	LBD_chia2021	0.800206	0.7586	0.84127	0.64033	0.57548	0.70774	1.97199e-124
2351	19	45040933	45893307	993	161	AD_schwartzentruber2021	PD_nalls2019	-0.119201	-0.23378	-0.00643	0.0142088	0.00022	0.05465	0.0412299
2351	19	45040933	45893307	993	161	LBD_chia2021	PD_nalls2019	-0.121592	-0.26083	0.01482	0.0147847	0	0.06803	0.0798079
2352	19	45893308	46765060	1198	151	AD_schwartzentruber2021	MS_imsgc2019	-0.179663	-0.50524	0.13211	0.0322786	0	0.25527	0.262782
2352	19	45893308	46765060	1198	151	AD_schwartzentruber2021	PD_nalls2019	-0.257885	-0.49501	-0.02395	0.0665046	0.00155	0.24503	0.0295177
2352	19	45893308	46765060	1198	151	AD_schwartzentruber2021	SCZ_pardinas2018	-0.113245	-0.46257	0.21182	0.0128244	0	0.21627	0.486965
2352	19	45893308	46765060	1198	151	MS_imsgc2019	PD_nalls2019	-0.330129	-0.63031	-0.05186	0.108985	0.00335	0.39729	0.0223569
2352	19	45893308	46765060	1198	151	MS_imsgc2019	SCZ_pardinas2018	-0.134759	-0.55999	0.25744	0.01816	0	0.31673	0.485974
2352	19	45893308	46765060	1198	151	PD_nalls2019	SCZ_pardinas2018	0.254427	-0.03358	0.56439	0.0647333	0	0.31854	0.0816073
2353	19	46765061	47752727	1139	156	CD_delange2017	PD_nalls2019	0.21743	-0.06662	0.51395	0.047276	0	0.26414	0.132372
2353	19	46765061	47752727	1139	156	CD_delange2017	SCZ_pardinas2018	0.2455	-0.11659	0.62305	0.0602704	0	0.3882	0.173971
2353	19	46765061	47752727	1139	156	CD_delange2017	UC_delange2017	0.400613	0.1154	0.65791	0.160491	0.01369	0.43285	0.00928862
2353	19	46765061	47752727	1139	156	PD_nalls2019	SCZ_pardinas2018	-0.208656	-0.52284	0.08819	0.0435374	0	0.27336	0.160374
2353	19	46765061	47752727	1139	156	PD_nalls2019	UC_delange2017	0.0695748	-0.17197	0.31415	0.00484065	0	0.10022	0.570889
2353	19	46765061	47752727	1139	156	SCZ_pardinas2018	UC_delange2017	0.113867	-0.19619	0.43033	0.0129658	0	0.18721	0.465323
2355	19	48573066	49415189	1155	144	AD_schwartzentruber2021	CD_delange2017	-0.0732144	-0.5824	0.38979	0.00536034	0	0.372	0.744087
2355	19	48573066	49415189	1155	144	AD_schwartzentruber2021	PD_nalls2019	0.0813179	-0.16945	0.34705	0.0066126	0	0.12128	0.520371
2355	19	48573066	49415189	1155	144	CD_delange2017	PD_nalls2019	-0.274901	-0.56712	-0.01942	0.0755705	0.0014	0.32163	0.0349371
2356	19	49415190	50451925	1154	150	MS_imsgc2019	PD_nalls2019	0.270033	-0.00429	0.57126	0.0729181	0	0.32634	0.0567865
2356	19	49415190	50451925	1154	150	MS_imsgc2019	SCZ_pardinas2018	-0.357401	-0.87512	0.05846	0.127735	0	0.76584	0.0943665
2356	19	49415190	50451925	1154	150	MS_imsgc2019	UC_delange2017	0.778885	0.41554	1	0.606662	0.17268	1	0.000309283
2356	19	49415190	50451925	1154	150	PD_nalls2019	SCZ_pardinas2018	-0.136778	-0.44875	0.15787	0.0187084	0	0.20138	0.354871
2356	19	49415190	50451925	1154	150	PD_nalls2019	UC_delange2017	0.0142307	-0.28302	0.3262	0.000202512	0	0.1242	0.923334
2356	19	49415190	50451925	1154	150	SCZ_pardinas2018	UC_delange2017	-0.0949046	-0.59082	0.36329	0.00900689	0	0.36276	0.667034
2358	19	51259179	51903804	1127	197	AD_schwartzentruber2021	ALS_vanrheenen2021	-0.0251545	-0.42256	0.35632	0.000632749	0	0.2073	0.893662
2358	19	51259179	51903804	1127	197	AD_schwartzentruber2021	PD_nalls2019	0.129921	-0.10083	0.38028	0.0168796	0	0.14461	0.260235
2358	19	51259179	51903804	1127	197	AD_schwartzentruber2021	UC_delange2017	-0.420423	-0.96924	0.01187	0.176755	0	0.93943	0.0528894
2358	19	51259179	51903804	1127	197	ALS_vanrheenen2021	PD_nalls2019	0.248942	0.05173	0.46561	0.0619723	0.00307	0.21679	0.0164515
2358	19	51259179	51903804	1127	197	ALS_vanrheenen2021	UC_delange2017	-0.174458	-0.61926	0.24273	0.0304356	0	0.38508	0.376431
2358	19	51259179	51903804	1127	197	PD_nalls2019	UC_delange2017	-0.0185876	-0.27115	0.23567	0.000345498	0	0.08816	0.879386
2391	20	19957929	21682377	1838	201	PD_nalls2019	SCZ_pardinas2018	0.0847753	-0.1434	0.31645	0.00718685	0	0.10073	0.456197
2407	20	43008891	44072210	1506	164	ALS_vanrheenen2021	CD_delange2017	-0.0235575	-0.43231	0.36747	0.000554957	0	0.21847	0.899758
2407	20	43008891	44072210	1506	164	ALS_vanrheenen2021	PD_nalls2019	-0.0698912	-0.26684	0.12326	0.00488478	0	0.07165	0.47806
2407	20	43008891	44072210	1506	164	ALS_vanrheenen2021	UC_delange2017	-0.0876316	-0.39021	0.21205	0.0076793	0	0.15484	0.55892
2407	20	43008891	44072210	1506	164	CD_delange2017	PD_nalls2019	0.0525193	-0.20933	0.33164	0.00275827	0	0.11435	0.689189
2407	20	43008891	44072210	1506	164	CD_delange2017	UC_delange2017	0.298702	-0.10285	0.64845	0.0892227	0	0.42202	0.123518
2407	20	43008891	44072210	1506	164	PD_nalls2019	UC_delange2017	0.1288	-0.07122	0.32645	0.0165895	0	0.10657	0.201949
2408	20	44072211	45673603	2665	235	CD_delange2017	MS_imsgc2019	0.425652	0.15967	0.71235	0.181179	0.02549	0.50744	0.00293879
2408	20	44072211	45673603	2665	235	CD_delange2017	PD_nalls2019	-0.0846427	-0.29153	0.11683	0.00716438	0	0.08504	0.401187
2408	20	44072211	45673603	2665	235	CD_delange2017	SCZ_pardinas2018	-0.164174	-0.51375	0.16523	0.0269531	0	0.26499	0.322716
2408	20	44072211	45673603	2665	235	MS_imsgc2019	PD_nalls2019	0.163602	-0.01144	0.34268	0.0267656	0	0.11743	0.0701682
2408	20	44072211	45673603	2665	235	MS_imsgc2019	SCZ_pardinas2018	0.11811	-0.18929	0.43009	0.0139499	0	0.18605	0.437771
2408	20	44072211	45673603	2665	235	PD_nalls2019	SCZ_pardinas2018	0.207518	-0.00518	0.43317	0.0430637	0	0.18764	0.0565287
2412	20	48212976	49236418	1772	169	ALS_vanrheenen2021	CD_delange2017	0.21498	-0.14277	0.60103	0.0462163	0	0.36135	0.236046
2412	20	48212976	49236418	1772	169	ALS_vanrheenen2021	PD_nalls2019	0.0848943	-0.16172	0.32755	0.00720704	0	0.10822	0.481615
2412	20	48212976	49236418	1772	169	ALS_vanrheenen2021	UC_delange2017	0.130758	-0.24207	0.52437	0.0170977	0	0.27848	0.478064
2412	20	48212976	49236418	1772	169	CD_delange2017	PD_nalls2019	0.0518416	-0.19152	0.30153	0.00268755	0	0.09211	0.66936
2412	20	48212976	49236418	1772	169	CD_delange2017	UC_delange2017	0.20717	-0.19495	0.52947	0.0429192	0	0.28201	0.272257
2412	20	48212976	49236418	1772	169	PD_nalls2019	UC_delange2017	0.0124371	-0.23301	0.26746	0.000154682	0	0.08672	0.919892
2416	20	52411533	53120334	1533	174	MS_imsgc2019	PD_nalls2019	0.162163	-0.04996	0.37963	0.0262969	0	0.14412	0.139387
2429	20	62179242	62963627	736	96	CD_delange2017	PD_nalls2019	-0.146585	-0.36226	0.06065	0.0214871	0	0.13123	0.170591
2429	20	62179242	62963627	736	96	CD_delange2017	UC_delange2017	0.835502	0.58956	1	0.698063	0.34758	1	1.49469e-05
2429	20	62179242	62963627	736	96	PD_nalls2019	UC_delange2017	-0.0692352	-0.32284	0.17586	0.00479351	0	0.10583	0.57153
2432	21	15840034	16873443	1388	177	CD_delange2017	PD_nalls2019	0.344734	0.16583	0.52866	0.118842	0.0275	0.27948	0.000212664
2432	21	15840034	16873443	1388	177	CD_delange2017	SCZ_pardinas2018	-0.0128002	-0.33808	0.30654	0.000163846	0	0.14014	0.935688
2432	21	15840034	16873443	1388	177	CD_delange2017	UC_delange2017	0.741159	0.57789	0.90251	0.549317	0.33396	0.81453	1.08112e-09
2432	21	15840034	16873443	1388	177	PD_nalls2019	SCZ_pardinas2018	0.316877	0.07413	0.59037	0.100411	0.00565	0.34854	0.0105675
2432	21	15840034	16873443	1388	177	PD_nalls2019	UC_delange2017	0.110207	-0.05603	0.27529	0.0121457	0	0.07579	0.190977
2432	21	15840034	16873443	1388	177	SCZ_pardinas2018	UC_delange2017	-0.11415	-0.42183	0.18201	0.0130303	0	0.17822	0.437387
2443	21	27774351	28616539	2002	185	AD_schwartzentruber2021	PD_nalls2019	-0.0556346	-0.31951	0.20088	0.0030952	0	0.10461	0.66465
2443	21	27774351	28616539	2002	185	AD_schwartzentruber2021	UC_delange2017	0.306185	-0.14448	0.83822	0.0937495	0	0.70261	0.168864
2443	21	27774351	28616539	2002	185	PD_nalls2019	UC_delange2017	-0.154212	-0.45013	0.111	0.0237812	0	0.20262	0.249282
2449	21	34383795	35729261	125	90	CD_delange2017	PD_nalls2019	-0.160375	-0.45578	0.13358	0.02572	0	0.20822	0.263951
2466	22	20969185	22404422	1219	110	CD_delange2017	MS_imsgc2019	-0.348463	-0.83579	0.04725	0.121427	0	0.69854	0.093745
2466	22	20969185	22404422	1219	110	CD_delange2017	PD_nalls2019	0.133421	-0.10115	0.38011	0.0178012	0	0.14448	0.258682
2466	22	20969185	22404422	1219	110	MS_imsgc2019	PD_nalls2019	0.135568	-0.15261	0.44633	0.0183787	0	0.1998	0.349335
2474	22	29457602	30962255	2390	187	CD_delange2017	MS_imsgc2019	0.30958	-0.07274	0.73539	0.0958397	0	0.54079	0.112156
2474	22	29457602	30962255	2390	187	CD_delange2017	PD_nalls2019	-0.0492587	-0.37418	0.2748	0.00242642	0	0.15183	0.750907
2474	22	29457602	30962255	2390	187	MS_imsgc2019	PD_nalls2019	0.168053	-0.13441	0.48597	0.0282417	0	0.23635	0.26399
2480	22	35368342	36135968	1424	158	PD_nalls2019	UC_delange2017	0.281473	0.02956	0.55899	0.0792271	0.00197	0.31247	0.0336723
2481	22	36135969	37364004	1617	209	CD_delange2017	PD_nalls2019	-0.0231505	-0.2235	0.17721	0.000535947	0	0.05622	0.819329
2481	22	36135969	37364004	1617	209	CD_delange2017	SCZ_pardinas2018	0.553585	0.2064	0.98727	0.306456	0.04273	0.97471	0.00315336
2481	22	36135969	37364004	1617	209	PD_nalls2019	SCZ_pardinas2018	-0.0849852	-0.29109	0.11669	0.00722248	0	0.08552	0.406116
2483	22	38718590	40378783	1960	195	CD_delange2017	MS_imsgc2019	-0.310856	-0.63312	-0.01994	0.0966315	0.00166	0.40085	0.0351309
2483	22	38718590	40378783	1960	195	CD_delange2017	PD_nalls2019	0.100539	-0.07617	0.27841	0.0101082	0	0.07751	0.26686
2483	22	38718590	40378783	1960	195	CD_delange2017	SCZ_pardinas2018	-0.112752	-0.32456	0.09537	0.0127131	0	0.10534	0.281625
2483	22	38718590	40378783	1960	195	CD_delange2017	UC_delange2017	0.929334	0.75477	1	0.863661	0.56967	1	3.42904e-10
2483	22	38718590	40378783	1960	195	MS_imsgc2019	PD_nalls2019	0.306957	0.05672	0.57905	0.0942225	0.00385	0.3353	0.0170819
2483	22	38718590	40378783	1960	195	MS_imsgc2019	SCZ_pardinas2018	0.196568	-0.09155	0.50258	0.038639	0	0.25258	0.17775
2483	22	38718590	40378783	1960	195	MS_imsgc2019	UC_delange2017	-0.00401197	-0.38809	0.37963	1.60959e-05	0	0.19709	0.982641
2483	22	38718590	40378783	1960	195	PD_nalls2019	SCZ_pardinas2018	-0.12594	-0.30026	0.04609	0.0158609	0	0.09016	0.153624
2483	22	38718590	40378783	1960	195	PD_nalls2019	UC_delange2017	-0.0721478	-0.30983	0.16278	0.00520531	0	0.09673	0.544783
2483	22	38718590	40378783	1960	195	SCZ_pardinas2018	UC_delange2017	-0.127941	-0.39906	0.14288	0.016369	0	0.15925	0.340181
2485	22	41722788	42867927	1303	102	PD_nalls2019	SCZ_pardinas2018	-0.285982	-0.62853	0.0279	0.0817856	0	0.39505	0.0817062
