gene_locus	gene_name	chr	start	stop	n_snps	n_pcs	phen1	phen2	rho	rho.lower	rho.upper	r2	r2.lower	r2.upper	p
ENSG00000272221	XXbac_BPG181B23_7	6	31262066	31463272	7	3	UC_delange2017	CD8ET_onek1k_ENSG00000272221	0.59602	0.14996	0.99149	0.35524	0.02547	0.98304	0.0215714
ENSG00000272221	XXbac_BPG181B23_7	6	31262066	31463272	7	3	MS_imsgc2019	CD8ET_onek1k_ENSG00000272221	0.135945	-0.26524	0.51469	0.0184812	0	0.26856	0.477966
ENSG00000272221	XXbac_BPG181B23_7	6	31262066	31463272	8	2	CD_delange2017	CD8NC_onek1k_ENSG00000272221	-0.331606	-0.74326	0.11816	0.109962	0	0.55243	0.14333
ENSG00000272221	XXbac_BPG181B23_7	6	31262066	31463272	8	2	UC_delange2017	CD8NC_onek1k_ENSG00000272221	0.51216	-0.01418	0.96393	0.262308	0	0.9315	0.0595584
ENSG00000272221	XXbac_BPG181B23_7	6	31262066	31463272	9	3	MS_imsgc2019	CD8NC_onek1k_ENSG00000272221	0.273741	-0.05828	0.59607	0.0749343	0	0.35529	0.103846
ENSG00000204482	LST1	6	31453901	31656686	12	5	SCZ_pardinas2018	BIN_onek1k_ENSG00000204482	-0.0373362	-0.46634	0.39895	0.00139399	0	0.24914	0.8613
ENSG00000204472	AIF1	6	31482961	31684798	8	4	CD_delange2017	CD4ET_onek1k_ENSG00000204472	0.0219742	-0.39683	0.43956	0.000482866	0	0.22746	0.915588
ENSG00000204472	AIF1	6	31482961	31684798	11	6	SCZ_pardinas2018	CD4ET_onek1k_ENSG00000204472	0.601237	0.33946	0.84221	0.361486	0.11524	0.70932	0.000175035
ENSG00000204472	AIF1	6	31482961	31684798	11	6	ALS_vanrheenen2021	CD4ET_onek1k_ENSG00000204472	0.662829	0.32425	0.98171	0.439342	0.10514	0.96376	0.00231062
ENSG00000204472	AIF1	6	31482961	31684798	8	4	MS_imsgc2019	CD4ET_onek1k_ENSG00000204472	-0.509338	-0.71387	-0.29839	0.259425	0.08904	0.50961	4.34077e-05
ENSG00000204472	AIF1	6	31482961	31684798	18	7	AD_schwartzentruber2021	CD4NC_onek1k_ENSG00000204472	0.129426	-0.2397	0.48836	0.0167512	0	0.23943	0.474577
ENSG00000204472	AIF1	6	31482961	31684798	8	3	CD_delange2017	CD4NC_onek1k_ENSG00000204472	0.0343653	-0.29883	0.36374	0.00118098	0	0.14879	0.837354
ENSG00000204472	AIF1	6	31482961	31684798	8	3	UC_delange2017	CD4NC_onek1k_ENSG00000204472	-0.83012	-1	-0.56489	0.689099	0.3191	1	8.90446e-05
ENSG00000204472	AIF1	6	31482961	31684798	8	3	MS_imsgc2019	CD4NC_onek1k_ENSG00000204472	-0.386357	-0.52176	-0.24388	0.149271	0.05948	0.27223	6.36126e-07
ENSG00000204472	AIF1	6	31482961	31684798	22	7	AD_schwartzentruber2021	CD8ET_onek1k_ENSG00000204472	0.133321	-0.356	0.61467	0.0177745	0	0.39012	0.574261
ENSG00000204472	AIF1	6	31482961	31684798	16	6	CD_delange2017	CD8ET_onek1k_ENSG00000204472	-0.00171836	-0.38444	0.37156	2.95276e-06	0	0.18661	0.992703
ENSG00000204472	AIF1	6	31482961	31684798	22	7	SCZ_pardinas2018	CD8ET_onek1k_ENSG00000204472	0.674797	0.38425	0.94045	0.45535	0.14765	0.88444	0.000421542
ENSG00000204472	AIF1	6	31482961	31684798	22	7	ALS_vanrheenen2021	CD8ET_onek1k_ENSG00000204472	0.673383	0.28178	1	0.453444	0.07956	1	0.00534401
ENSG00000204472	AIF1	6	31482961	31684798	16	6	MS_imsgc2019	CD8ET_onek1k_ENSG00000204472	-0.404573	-0.66114	-0.14257	0.163679	0.02039	0.43711	0.00468061
ENSG00000204472	AIF1	6	31482961	31684798	27	6	CD_delange2017	CD8NC_onek1k_ENSG00000204472	-0.185313	-0.49028	0.11726	0.0343409	0	0.24038	0.227359
ENSG00000204472	AIF1	6	31482961	31684798	40	11	SCZ_pardinas2018	CD8NC_onek1k_ENSG00000204472	0.394956	0.14598	0.63962	0.15599	0.02131	0.40911	0.0038654
ENSG00000204472	AIF1	6	31482961	31684798	40	11	ALS_vanrheenen2021	CD8NC_onek1k_ENSG00000204472	0.446651	0.11299	0.77965	0.199497	0.01317	0.60785	0.0135936
ENSG00000204472	AIF1	6	31482961	31684798	27	6	MS_imsgc2019	CD8NC_onek1k_ENSG00000204472	0.269469	0.08424	0.44926	0.0726133	0.0071	0.20183	0.00529127
ENSG00000204387	C6orf48	6	31702385	31907541	22	6	SCZ_pardinas2018	BIN_onek1k_ENSG00000204387	0.786161	0.48364	1	0.618049	0.2339	1	0.000364894
ENSG00000204387	C6orf48	6	31702385	31907541	8	6	SCZ_pardinas2018	CD8NC_onek1k_ENSG00000204387	0.10718	-0.20635	0.4216	0.0114875	0	0.17774	0.496829
ENSG00000198502	HLA_DRB5	6	32385120	32598064	115	17	AD_schwartzentruber2021	BIN_onek1k_ENSG00000198502	-0.415328	-0.64435	-0.18122	0.172498	0.03284	0.41518	0.000863358
ENSG00000198502	HLA_DRB5	6	32385120	32598064	65	12	SCZ_pardinas2018	BIN_onek1k_ENSG00000198502	0.348711	0.15011	0.54058	0.121599	0.02253	0.29222	0.0008495
ENSG00000198502	HLA_DRB5	6	32385120	32598064	67	12	ALS_vanrheenen2021	BIN_onek1k_ENSG00000198502	-0.543465	-0.81965	-0.25751	0.295354	0.06631	0.67183	0.000804159
ENSG00000198502	HLA_DRB5	6	32385120	32598064	171	21	AD_schwartzentruber2021	BMem_onek1k_ENSG00000198502	-0.366617	-0.62777	-0.10794	0.134408	0.0117	0.39409	0.00670121
ENSG00000198502	HLA_DRB5	6	32385120	32598064	114	18	SCZ_pardinas2018	BMem_onek1k_ENSG00000198502	0.198861	0.02485	0.36809	0.0395457	0.00102	0.13549	0.0240539
ENSG00000198502	HLA_DRB5	6	32385120	32598064	95	12	ALS_vanrheenen2021	BMem_onek1k_ENSG00000198502	-0.577736	-0.86423	-0.29343	0.333779	0.0861	0.74689	0.000602574
ENSG00000198502	HLA_DRB5	6	32385120	32598064	95	34	AD_schwartzentruber2021	CD4ET_onek1k_ENSG00000198502	-0.0825884	-0.31596	0.14983	0.00682084	0	0.10022	0.478652
ENSG00000198502	HLA_DRB5	6	32385120	32598064	3	3	PD_nalls2019	CD4ET_onek1k_ENSG00000198502	0.0481845	-0.19812	0.29903	0.00232175	0	0.0942	0.702376
ENSG00000198502	HLA_DRB5	6	32385120	32598064	174	28	AD_schwartzentruber2021	CD8ET_onek1k_ENSG00000198502	-0.308656	-0.52444	-0.09626	0.0952683	0.00928	0.27503	0.00673077
ENSG00000198502	HLA_DRB5	6	32385120	32598064	3	3	PD_nalls2019	CD8ET_onek1k_ENSG00000198502	-0.693281	-0.82205	-0.55757	0.480638	0.31089	0.67577	6.93826e-13
ENSG00000198502	HLA_DRB5	6	32385120	32598064	149	24	SCZ_pardinas2018	CD8ET_onek1k_ENSG00000198502	0.179053	-0.0124	0.36941	0.03206	0	0.13646	0.0650176
ENSG00000198502	HLA_DRB5	6	32385120	32598064	101	14	ALS_vanrheenen2021	CD8ET_onek1k_ENSG00000198502	-0.584119	-0.77983	-0.37873	0.341195	0.14343	0.60814	2.27808e-06
ENSG00000198502	HLA_DRB5	6	32385120	32598064	121	37	AD_schwartzentruber2021	CD8NC_onek1k_ENSG00000198502	-0.134314	-0.39183	0.12475	0.0180403	0	0.15353	0.301386
ENSG00000198502	HLA_DRB5	6	32385120	32598064	3	3	PD_nalls2019	CD8NC_onek1k_ENSG00000198502	-0.777855	-0.91424	-0.61795	0.605058	0.38187	0.83583	9.32543e-11
ENSG00000198502	HLA_DRB5	6	32385120	32598064	93	33	SCZ_pardinas2018	CD8NC_onek1k_ENSG00000198502	0.422632	0.22326	0.62326	0.178618	0.04984	0.38845	0.000209841
ENSG00000198502	HLA_DRB5	6	32385120	32598064	2	2	MS_imsgc2019	CD8NC_onek1k_ENSG00000198502	0.98606	0.90079	1	0.972315	0.81143	1	1.73124e-08
ENSG00000198502	HLA_DRB5	6	32385120	32598064	175	40	AD_schwartzentruber2021	MonoC_onek1k_ENSG00000198502	-0.247892	-0.45783	-0.03762	0.0614503	0.00196	0.2096	0.022493
ENSG00000198502	HLA_DRB5	6	32385120	32598064	6	3	PD_nalls2019	MonoC_onek1k_ENSG00000198502	-0.220653	-0.34462	-0.09642	0.0486878	0.0093	0.11876	0.000690912
ENSG00000198502	HLA_DRB5	6	32385120	32598064	149	36	SCZ_pardinas2018	MonoC_onek1k_ENSG00000198502	0.228114	0.06862	0.38369	0.0520359	0.00473	0.14722	0.00536336
ENSG00000196126	HLA_DRB1	6	32446546	32657625	59	17	AD_schwartzentruber2021	BIN_onek1k_ENSG00000196126	-0.4653	-0.71782	-0.20502	0.216505	0.04203	0.51527	0.00112136
ENSG00000196126	HLA_DRB1	6	32446546	32657625	4	3	PD_nalls2019	BIN_onek1k_ENSG00000196126	-0.707235	-1	-0.36644	0.500182	0.13428	1	0.0016628
ENSG00000196126	HLA_DRB1	6	32446546	32657625	54	18	SCZ_pardinas2018	BIN_onek1k_ENSG00000196126	-0.251846	-0.62025	0.12186	0.0634265	0	0.38472	0.174643
ENSG00000196126	HLA_DRB1	6	32446546	32657625	12	8	AD_schwartzentruber2021	BMem_onek1k_ENSG00000196126	-0.370956	-0.63907	-0.09218	0.137608	0.00892	0.40841	0.0116568
ENSG00000196126	HLA_DRB1	6	32446546	32657625	12	8	SCZ_pardinas2018	BMem_onek1k_ENSG00000196126	-0.311077	-0.5288	-0.0853	0.096769	0.00736	0.27963	0.00816435
ENSG00000196735	HLA_DQA1	6	32495956	32714839	2	2	ALS_vanrheenen2021	BMem_onek1k_ENSG00000196735	1	0.87482	1	1	0.76531	1	0.000450924
ENSG00000196735	HLA_DQA1	6	32495956	32714839	20	8	AD_schwartzentruber2021	CD8ET_onek1k_ENSG00000196735	-1	-1	-0.89669	1	0.80405	1	6.69965e-09
ENSG00000196735	HLA_DQA1	6	32495956	32714839	9	6	PD_nalls2019	CD8ET_onek1k_ENSG00000196735	-0.6705	-0.93499	-0.38531	0.449571	0.14846	0.87421	0.000321968
ENSG00000196735	HLA_DQA1	6	32495956	32714839	20	8	SCZ_pardinas2018	CD8ET_onek1k_ENSG00000196735	0.549248	0.2568	0.83694	0.301673	0.06594	0.70047	0.00153039
ENSG00000196735	HLA_DQA1	6	32495956	32714839	33	15	AD_schwartzentruber2021	MonoC_onek1k_ENSG00000196735	-0.550811	-0.83244	-0.25924	0.303393	0.06721	0.69295	0.000967862
ENSG00000196735	HLA_DQA1	6	32495956	32714839	32	15	SCZ_pardinas2018	MonoC_onek1k_ENSG00000196735	0.940756	0.74025	1	0.885023	0.54797	1	1.06309e-06
ENSG00000179344	HLA_DQB1	6	32527244	32736160	14	9	AD_schwartzentruber2021	BIN_onek1k_ENSG00000179344	0.208432	-0.07174	0.48996	0.0434441	0	0.24007	0.15445
ENSG00000179344	HLA_DQB1	6	32527244	32736160	4	3	PD_nalls2019	BIN_onek1k_ENSG00000179344	0.595826	0.30522	0.85863	0.355008	0.09316	0.73724	0.000828816
ENSG00000179344	HLA_DQB1	6	32527244	32736160	15	9	SCZ_pardinas2018	BIN_onek1k_ENSG00000179344	0.0289786	-0.22516	0.28617	0.000839759	0	0.08985	0.820142
ENSG00000179344	HLA_DQB1	6	32527244	32736160	4	3	SCZ_pardinas2018	BMem_onek1k_ENSG00000179344	0.289726	-0.09799	0.66278	0.0839414	0	0.43928	0.140052
ENSG00000179344	HLA_DQB1	6	32527244	32736160	262	40	AD_schwartzentruber2021	CD8ET_onek1k_ENSG00000179344	0.389951	0.14124	0.6329	0.152062	0.01997	0.40056	0.00307103
ENSG00000179344	HLA_DQB1	6	32527244	32736160	5	5	PD_nalls2019	CD8ET_onek1k_ENSG00000179344	-0.119528	-0.41083	0.17328	0.0142871	0	0.16952	0.416212
ENSG00000179344	HLA_DQB1	6	32527244	32736160	212	28	SCZ_pardinas2018	CD8ET_onek1k_ENSG00000179344	0.299626	0.07727	0.51816	0.089776	0.00618	0.26849	0.0103517
ENSG00000179344	HLA_DQB1	6	32527244	32736160	147	9	ALS_vanrheenen2021	CD8ET_onek1k_ENSG00000179344	0.558047	0.21594	0.89918	0.311416	0.04663	0.80852	0.00427346
ENSG00000179344	HLA_DQB1	6	32527244	32736160	53	17	AD_schwartzentruber2021	CD8NC_onek1k_ENSG00000179344	0.120074	-0.26769	0.49537	0.0144178	0	0.24879	0.51587
ENSG00000179344	HLA_DQB1	6	32527244	32736160	21	12	SCZ_pardinas2018	CD8NC_onek1k_ENSG00000179344	0.259556	-0.08531	0.60795	0.0673695	0	0.3696	0.146431
ENSG00000179344	HLA_DQB1	6	32527244	32736160	152	32	AD_schwartzentruber2021	MonoC_onek1k_ENSG00000179344	0.460437	0.24648	0.66994	0.212002	0.06075	0.44882	8.81569e-05
ENSG00000179344	HLA_DQB1	6	32527244	32736160	3	3	PD_nalls2019	MonoC_onek1k_ENSG00000179344	0.375982	0.00982	0.73021	0.141363	0.00202	0.53321	0.0533992
ENSG00000179344	HLA_DQB1	6	32527244	32736160	118	27	SCZ_pardinas2018	MonoC_onek1k_ENSG00000179344	0.390274	0.21607	0.56511	0.152314	0.04669	0.31935	5.54224e-05
ENSG00000237541	HLA_DQA2	6	32609119	32814992	243	30	AD_schwartzentruber2021	BIN_onek1k_ENSG00000237541	-0.684758	-0.85781	-0.51978	0.468894	0.27018	0.73584	2.22294e-10
ENSG00000237541	HLA_DQA2	6	32609119	32814992	4	3	CD_delange2017	BIN_onek1k_ENSG00000237541	-0.183202	-0.60167	0.24538	0.0335628	0	0.36345	0.386753
ENSG00000237541	HLA_DQA2	6	32609119	32814992	229	25	SCZ_pardinas2018	BIN_onek1k_ENSG00000237541	0.128	-0.08675	0.3342	0.0163841	0	0.11169	0.232251
ENSG00000237541	HLA_DQA2	6	32609119	32814992	4	3	UC_delange2017	BIN_onek1k_ENSG00000237541	-0.996484	-1	-0.97283	0.99298	0.94639	1	5.59275e-27
ENSG00000237541	HLA_DQA2	6	32609119	32814992	232	27	ALS_vanrheenen2021	BIN_onek1k_ENSG00000237541	-0.726802	-0.96143	-0.51061	0.528241	0.26073	0.92435	1.57053e-07
ENSG00000237541	HLA_DQA2	6	32609119	32814992	10	5	MS_imsgc2019	BIN_onek1k_ENSG00000237541	0.988196	0.94262	1	0.976531	0.88854	1	2.14743e-21
ENSG00000237541	HLA_DQA2	6	32609119	32814992	35	19	AD_schwartzentruber2021	BMem_onek1k_ENSG00000237541	-0.6203	-0.81857	-0.41486	0.384772	0.17211	0.67005	1.34037e-06
ENSG00000237541	HLA_DQA2	6	32609119	32814992	3	2	CD_delange2017	BMem_onek1k_ENSG00000237541	-1	-1	-0.89286	1	0.79721	1	0.000226861
ENSG00000237541	HLA_DQA2	6	32609119	32814992	22	13	SCZ_pardinas2018	BMem_onek1k_ENSG00000237541	-0.238612	-0.44209	-0.0346	0.0569356	0.00166	0.19544	0.0261973
ENSG00000237541	HLA_DQA2	6	32609119	32814992	3	2	UC_delange2017	BMem_onek1k_ENSG00000237541	-1	-1	-0.93352	1	0.87146	1	2.9943e-06
ENSG00000237541	HLA_DQA2	6	32609119	32814992	31	16	ALS_vanrheenen2021	BMem_onek1k_ENSG00000237541	-0.678628	-1	-0.38996	0.460536	0.15207	1	0.000189641
ENSG00000237541	HLA_DQA2	6	32609119	32814992	3	2	MS_imsgc2019	BMem_onek1k_ENSG00000237541	0.973157	0.84326	1	0.947036	0.71108	1	6.51431e-06
ENSG00000237541	HLA_DQA2	6	32609119	32814992	507	53	AD_schwartzentruber2021	CD8ET_onek1k_ENSG00000237541	-0.645365	-0.79491	-0.49456	0.416496	0.24459	0.63188	1.70665e-12
ENSG00000237541	HLA_DQA2	6	32609119	32814992	8	7	CD_delange2017	CD8ET_onek1k_ENSG00000237541	-0.49235	-0.73429	-0.23516	0.242408	0.0553	0.53918	0.000818917
ENSG00000237541	HLA_DQA2	6	32609119	32814992	14	10	PD_nalls2019	CD8ET_onek1k_ENSG00000237541	-0.356723	-0.67992	-0.03311	0.127251	0.00307	0.46229	0.033594
ENSG00000237541	HLA_DQA2	6	32609119	32814992	490	50	SCZ_pardinas2018	CD8ET_onek1k_ENSG00000237541	-0.0669243	-0.21262	0.07901	0.00447887	0	0.04524	0.364346
ENSG00000237541	HLA_DQA2	6	32609119	32814992	8	7	UC_delange2017	CD8ET_onek1k_ENSG00000237541	-0.411692	-0.59117	-0.22851	0.16949	0.05222	0.34948	7.49766e-05
ENSG00000237541	HLA_DQA2	6	32609119	32814992	462	38	ALS_vanrheenen2021	CD8ET_onek1k_ENSG00000237541	-0.427224	-0.62464	-0.23139	0.182521	0.05354	0.39017	5.80417e-05
ENSG00000237541	HLA_DQA2	6	32609119	32814992	7	6	MS_imsgc2019	CD8ET_onek1k_ENSG00000237541	-0.710836	-0.79675	-0.62042	0.505287	0.38492	0.6348	2.11445e-27
ENSG00000237541	HLA_DQA2	6	32609119	32814992	181	23	AD_schwartzentruber2021	CD8NC_onek1k_ENSG00000237541	-0.744234	-0.92852	-0.55443	0.553884	0.30739	0.86215	4.54083e-09
ENSG00000237541	HLA_DQA2	6	32609119	32814992	3	2	CD_delange2017	CD8NC_onek1k_ENSG00000237541	-1	-1	-0.90689	1	0.82244	1	9.10149e-05
ENSG00000237541	HLA_DQA2	6	32609119	32814992	7	4	PD_nalls2019	CD8NC_onek1k_ENSG00000237541	-0.661382	-0.90329	-0.38829	0.437426	0.15077	0.81594	0.000146012
ENSG00000237541	HLA_DQA2	6	32609119	32814992	174	20	SCZ_pardinas2018	CD8NC_onek1k_ENSG00000237541	0.196056	-0.00696	0.39745	0.0384378	0	0.15797	0.0612314
ENSG00000237541	HLA_DQA2	6	32609119	32814992	3	2	UC_delange2017	CD8NC_onek1k_ENSG00000237541	-1	-1	-0.89895	1	0.80811	1	0.00015633
ENSG00000237541	HLA_DQA2	6	32609119	32814992	177	20	ALS_vanrheenen2021	CD8NC_onek1k_ENSG00000237541	-0.517253	-0.79296	-0.24466	0.267551	0.05986	0.62878	0.000884742
ENSG00000237541	HLA_DQA2	6	32609119	32814992	4	3	MS_imsgc2019	CD8NC_onek1k_ENSG00000237541	-0.0841184	-0.29626	0.13607	0.0070759	0	0.08806	0.439009
ENSG00000237541	HLA_DQA2	6	32609119	32814992	88	20	AD_schwartzentruber2021	MonoC_onek1k_ENSG00000237541	-0.966118	-1	-0.82524	0.933384	0.68101	1	1.4118e-10
ENSG00000237541	HLA_DQA2	6	32609119	32814992	3	2	CD_delange2017	MonoC_onek1k_ENSG00000237541	-1	-1	-0.88968	1	0.79153	1	0.000386288
ENSG00000237541	HLA_DQA2	6	32609119	32814992	72	14	SCZ_pardinas2018	MonoC_onek1k_ENSG00000237541	-0.506211	-0.79844	-0.20705	0.256249	0.04287	0.63751	0.0024876
ENSG00000237541	HLA_DQA2	6	32609119	32814992	3	2	UC_delange2017	MonoC_onek1k_ENSG00000237541	-1	-1	-0.92975	1	0.86444	1	6.42534e-06
ENSG00000237541	HLA_DQA2	6	32609119	32814992	90	20	ALS_vanrheenen2021	MonoC_onek1k_ENSG00000237541	-0.594655	-0.86472	-0.32962	0.353614	0.10865	0.74775	0.000138011
ENSG00000237541	HLA_DQA2	6	32609119	32814992	3	2	MS_imsgc2019	MonoC_onek1k_ENSG00000237541	1	0.93648	1	1	0.87699	1	4.58849e-06
ENSG00000232629	HLA_DQB2	6	32623875	32831311	107	29	AD_schwartzentruber2021	BIN_onek1k_ENSG00000232629	-0.269778	-0.65392	0.09429	0.07278	0	0.42761	0.151682
ENSG00000232629	HLA_DQB2	6	32623875	32831311	108	28	SCZ_pardinas2018	BIN_onek1k_ENSG00000232629	0.0791172	-0.23425	0.38521	0.00625954	0	0.15172	0.605338
ENSG00000232629	HLA_DQB2	6	32623875	32831311	84	17	ALS_vanrheenen2021	BIN_onek1k_ENSG00000232629	0.307325	-0.04089	0.6637	0.0944487	0	0.4405	0.091228
ENSG00000232629	HLA_DQB2	6	32623875	32831311	6	6	AD_schwartzentruber2021	BMem_onek1k_ENSG00000232629	-0.223119	-0.60488	0.1482	0.0497821	0	0.36588	0.235044
ENSG00000232629	HLA_DQB2	6	32623875	32831311	5	5	SCZ_pardinas2018	BMem_onek1k_ENSG00000232629	-0.453681	-0.70363	-0.19657	0.205826	0.03864	0.4951	0.00205636
ENSG00000232629	HLA_DQB2	6	32623875	32831311	66	21	ALS_vanrheenen2021	CD8ET_onek1k_ENSG00000232629	0.00631293	-0.48846	0.49506	3.98531e-05	0	0.32345	0.978473
ENSG00000241106	HLA_DOB	6	32680540	32884825	4	3	AD_schwartzentruber2021	CD8ET_onek1k_ENSG00000241106	-0.522783	-0.93465	-0.07871	0.273302	0.00953	0.87357	0.0344568
ENSG00000240065	PSMB9	6	32711913	32927362	45	8	SCZ_pardinas2018	CD8ET_onek1k_ENSG00000240065	-0.39001	-0.71315	-0.03246	0.152108	0.00317	0.50859	0.0319419
ENSG00000231389	HLA_DPA1	6	32932346	33148552	107	29	SCZ_pardinas2018	BIN_onek1k_ENSG00000231389	0.249805	8e-05	0.50676	0.0624027	0.00081	0.2568	0.0548445
ENSG00000231389	HLA_DPA1	6	32932346	33148552	83	30	SCZ_pardinas2018	BMem_onek1k_ENSG00000231389	0.287759	0.0255	0.54913	0.0828052	0.00165	0.30155	0.0347837
ENSG00000231389	HLA_DPA1	6	32932346	33148552	305	22	SCZ_pardinas2018	CD8ET_onek1k_ENSG00000231389	-0.649455	-0.913	-0.38474	0.421791	0.14802	0.83357	0.000109481
ENSG00000223865	HLA_DPB1	6	32943703	33154978	664	48	SCZ_pardinas2018	BIN_onek1k_ENSG00000223865	-0.117969	-0.34942	0.1119	0.0139166	0	0.1221	0.318284
ENSG00000223865	HLA_DPB1	6	32943703	33154978	630	43	SCZ_pardinas2018	BMem_onek1k_ENSG00000223865	-0.082159	-0.33094	0.16	0.00675011	0	0.11042	0.501224
ENSG00000223865	HLA_DPB1	6	32943703	33154978	179	12	SCZ_pardinas2018	CD4ET_onek1k_ENSG00000223865	-0.195109	-0.61121	0.22696	0.0380677	0	0.37358	0.354891
ENSG00000223865	HLA_DPB1	6	32943703	33154978	251	17	SCZ_pardinas2018	CD8ET_onek1k_ENSG00000223865	-0.167462	-0.48656	0.15571	0.0280435	0	0.23674	0.294309
ENSG00000204228	HSD17B8	6	33072419	33274608	66	16	SCZ_pardinas2018	CD4NC_onek1k_ENSG00000204228	-0.0687968	-0.45714	0.32633	0.004733	0	0.22304	0.720638
ENSG00000231500	RPS18	6	33139787	33344287	92	20	SCZ_pardinas2018	BIN_onek1k_ENSG00000231500	0.0608891	-0.1804	0.30544	0.00370748	0	0.09479	0.616244
ENSG00000231500	RPS18	6	33139787	33344287	28	5	MS_imsgc2019	BIN_onek1k_ENSG00000231500	-0.122026	-0.40628	0.16822	0.0148903	0	0.16531	0.396547
ENSG00000231500	RPS18	6	33139787	33344287	71	20	SCZ_pardinas2018	BMem_onek1k_ENSG00000231500	-0.0210031	-0.25984	0.21571	0.000441128	0	0.07644	0.860405
ENSG00000231500	RPS18	6	33139787	33344287	14	4	MS_imsgc2019	BMem_onek1k_ENSG00000231500	-0.931885	-1	-0.72981	0.86841	0.53263	1	2.88698e-05
ENSG00000231500	RPS18	6	33139787	33344287	121	22	SCZ_pardinas2018	CD4ET_onek1k_ENSG00000231500	0.0650359	-0.16592	0.29832	0.00422967	0	0.09022	0.567045
ENSG00000231500	RPS18	6	33139787	33344287	23	4	MS_imsgc2019	CD4ET_onek1k_ENSG00000231500	0.0354001	-0.24684	0.31433	0.00125317	0	0.10788	0.802872
ENSG00000231500	RPS18	6	33139787	33344287	68	16	SCZ_pardinas2018	CD8ET_onek1k_ENSG00000231500	-0.0197194	-0.25787	0.2218	0.000388853	0	0.07606	0.868194
ENSG00000231500	RPS18	6	33139787	33344287	18	4	MS_imsgc2019	CD8ET_onek1k_ENSG00000231500	0.0667046	-0.2299	0.35723	0.0044495	0	0.1307	0.648738
ENSG00000231500	RPS18	6	33139787	33344287	32	11	SCZ_pardinas2018	CD8NC_onek1k_ENSG00000231500	-0.00331933	-0.27245	0.26037	1.10179e-05	0	0.0932	0.980083
ENSG00000231500	RPS18	6	33139787	33344287	31	10	SCZ_pardinas2018	MonoC_onek1k_ENSG00000231500	0.0909624	-0.2498	0.42531	0.00827415	0	0.18414	0.584301
ENSG00000231925	TAPBP	6	33167471	33382164	40	9	SCZ_pardinas2018	BIN_onek1k_ENSG00000231925	-0.541747	-0.88373	-0.1834	0.29349	0.03374	0.78098	0.00700344
ENSG00000231925	TAPBP	6	33167471	33382164	15	5	MS_imsgc2019	BIN_onek1k_ENSG00000231925	0.246906	-0.13265	0.6153	0.0609628	0	0.3786	0.20549
ENSG00000231925	TAPBP	6	33167471	33382164	66	12	SCZ_pardinas2018	BMem_onek1k_ENSG00000231925	-0.460933	-0.86786	-0.04354	0.212459	0.00545	0.75319	0.0378316
ENSG00000231925	TAPBP	6	33167471	33382164	30	6	MS_imsgc2019	BMem_onek1k_ENSG00000231925	0.133303	-0.25319	0.5093	0.0177698	0	0.26151	0.484851
ENSG00000231925	TAPBP	6	33167471	33382164	54	11	SCZ_pardinas2018	CD8ET_onek1k_ENSG00000231925	-0.192829	-0.61449	0.23039	0.037183	0	0.37759	0.357074
ENSG00000231925	TAPBP	6	33167471	33382164	25	7	MS_imsgc2019	CD8ET_onek1k_ENSG00000231925	-0.00265063	-0.40066	0.39848	7.02586e-06	0	0.20695	0.989384
ENSG00000231925	TAPBP	6	33167471	33382164	78	13	SCZ_pardinas2018	CD8NC_onek1k_ENSG00000231925	-0.150777	-0.48685	0.19861	0.0227338	0	0.23746	0.388036
ENSG00000231925	TAPBP	6	33167471	33382164	30	7	MS_imsgc2019	CD8NC_onek1k_ENSG00000231925	0.144022	-0.17169	0.4558	0.0207423	0	0.20793	0.365732
ENSG00000198937	CCDC167	6	37350696	37567698	208	40	PD_nalls2019	CD4ET_onek1k_ENSG00000198937	-0.0844736	-0.21635	0.04954	0.00713579	0	0.04681	0.209116
ENSG00000198937	CCDC167	6	37350696	37567698	138	45	PD_nalls2019	CD4NC_onek1k_ENSG00000198937	-0.224297	-0.32202	-0.12646	0.0503089	0.01599	0.1037	1.06425e-05
ENSG00000198937	CCDC167	6	37350696	37567698	184	38	PD_nalls2019	CD8ET_onek1k_ENSG00000198937	-0.0851067	-0.22945	0.065	0.00724315	0	0.05265	0.259727
ENSG00000198937	CCDC167	6	37350696	37567698	228	44	PD_nalls2019	CD8NC_onek1k_ENSG00000198937	-0.0599698	-0.17537	0.05672	0.00359638	0	0.03075	0.318764
ENSG00000112139	MDGA1	6	37500284	37767082	161	62	PD_nalls2019	CD4NC_onek1k_ENSG00000112139	0.0616002	-0.06409	0.18815	0.00379458	0	0.03554	0.332879
ENSG00000112139	MDGA1	6	37500284	37767082	134	45	PD_nalls2019	CD8ET_onek1k_ENSG00000112139	0.173365	-0.01703	0.36196	0.0300555	0	0.13102	0.0719377
ENSG00000112139	MDGA1	6	37500284	37767082	100	31	PD_nalls2019	CD8NC_onek1k_ENSG00000112139	0.116834	-0.16268	0.40026	0.0136501	0	0.16021	0.404664
ENSG00000231769	RP1_8B1_4	6	45964830	46197443	150	12	PD_nalls2019	CD8ET_onek1k_ENSG00000231769	0.483984	0.21385	0.74197	0.23424	0.04573	0.55052	0.00132492
ENSG00000203756	TMEM244	6	130052389	130282692	489	71	PD_nalls2019	CD4NC_onek1k_ENSG00000203756	-0.0761596	-0.40097	0.24612	0.00580028	0	0.16387	0.633338
