ld_block	gene_locus	gene_name	chr	start	stop	n_snps	n_pcs	phen	h2.obs	p	qtl_dataset
241	ENSG00000115825	PRKD3	2	37377645	37651951	210	29	CD4NC_onek1k_ENSG00000115825	0.101127	4.51629e-15	CD4NC
241	ENSG00000115825	PRKD3	2	37377645	37651951	222	29	PD_nalls2019	2.53183e-05	0.0635183	CD4NC
241	ENSG00000115825	PRKD3	2	37377645	37651951	222	29	CD4NC_onek1k_ENSG00000115825	0.102942	2.06914e-15	CD4NC
241	ENSG00000115825	PRKD3	2	37377645	37651951	221	29	SCZ_pardinas2018	0.000317597	0.000282809	CD4NC
241	ENSG00000115825	PRKD3	2	37377645	37651951	217	29	UC_delange2017	0.00047319	0.00755264	CD4NC
241	ENSG00000115825	PRKD3	2	37377645	37651951	221	29	MS_imsgc2019	0.000124185	0.223072	CD4NC
241	ENSG00000115825	PRKD3	2	37377645	37651951	213	29	FTD_ferrari2014	0.000719795	0.219197	CD4NC
241	ENSG00000115825	PRKD3	2	37377645	37651951	213	29	CD4NC_onek1k_ENSG00000115825	0.103377	1.71464e-15	CD4NC
241	ENSG00000152133	GPATCH11	2	37211594	37426387	43	13	BIN_onek1k_ENSG00000152133	0.0992933	2.14944e-18	BIN
241	ENSG00000152133	GPATCH11	2	37211594	37426387	43	13	CD_delange2017	0.000370874	0.00826723	BIN
241	ENSG00000152133	GPATCH11	2	37211594	37426387	31	12	BIN_onek1k_ENSG00000152133	0.10002	7.25398e-19	BIN
241	ENSG00000152133	GPATCH11	2	37211594	37426387	43	13	SCZ_pardinas2018	0.00014235	0.00857367	BIN
241	ENSG00000152133	GPATCH11	2	37211594	37426387	43	13	UC_delange2017	0.00011078	0.15582	BIN
241	ENSG00000152133	GPATCH11	2	37211594	37426387	43	13	MS_imsgc2019	9.95524e-05	0.191688	BIN
241	ENSG00000152133	GPATCH11	2	37211594	37426387	41	13	FTD_ferrari2014	0.00197998	0.01567	BIN
241	ENSG00000152133	GPATCH11	2	37211594	37426387	41	13	BIN_onek1k_ENSG00000152133	0.0996696	1.78775e-18	BIN
241	ENSG00000152133	GPATCH11	2	37211594	37426387	7	5	AD_schwartzentruber2021	2.20583e-06	0.300919	BMem
241	ENSG00000152133	GPATCH11	2	37211594	37426387	7	5	BMem_onek1k_ENSG00000152133	0.0299512	1.71164e-06	BMem
241	ENSG00000152133	GPATCH11	2	37211594	37426387	7	5	SCZ_pardinas2018	0.000120834	0.00313854	BMem
241	ENSG00000152133	GPATCH11	2	37211594	37426387	7	5	UC_delange2017	3.42384e-05	0.255645	BMem
241	ENSG00000152133	GPATCH11	2	37211594	37426387	7	5	MS_imsgc2019	6.7816e-05	0.168516	BMem
241	ENSG00000152133	GPATCH11	2	37211594	37426387	6	5	FTD_ferrari2014	0.00146633	0.0109009	BMem
241	ENSG00000152133	GPATCH11	2	37211594	37426387	6	5	BMem_onek1k_ENSG00000152133	0.0295745	2.03733e-06	BMem
241	ENSG00000218739	CEBPZ_AS1	2	37323631	37543336	38	10	AD_schwartzentruber2021	2.96846e-05	0.00641822	BIN
241	ENSG00000218739	CEBPZ_AS1	2	37323631	37543336	38	10	BIN_onek1k_ENSG00000218739	0.0337247	4.15207e-06	BIN
241	ENSG00000218739	CEBPZ_AS1	2	37323631	37543336	38	10	CD_delange2017	2.64493e-05	0.34278	BIN
241	ENSG00000218739	CEBPZ_AS1	2	37323631	37543336	38	10	SCZ_pardinas2018	0.00020575	0.000463323	BIN
241	ENSG00000218739	CEBPZ_AS1	2	37323631	37543336	38	10	UC_delange2017	0.000253922	0.0158282	BIN
241	ENSG00000218739	CEBPZ_AS1	2	37323631	37543336	37	10	BIN_onek1k_ENSG00000218739	0.0337261	4.14962e-06	BIN
241	ENSG00000218739	CEBPZ_AS1	2	37323631	37543336	50	9	AD_schwartzentruber2021	3.05644e-05	0.00457691	CD4ET
241	ENSG00000218739	CEBPZ_AS1	2	37323631	37543336	50	9	CD4ET_onek1k_ENSG00000218739	0.0373254	5.77535e-07	CD4ET
241	ENSG00000218739	CEBPZ_AS1	2	37323631	37543336	50	9	CD_delange2017	0.000115569	0.13251	CD4ET
241	ENSG00000218739	CEBPZ_AS1	2	37323631	37543336	48	9	CD4ET_onek1k_ENSG00000218739	0.0373096	5.815e-07	CD4ET
241	ENSG00000218739	CEBPZ_AS1	2	37323631	37543336	50	9	SCZ_pardinas2018	0.00016838	0.00157684	CD4ET
241	ENSG00000218739	CEBPZ_AS1	2	37323631	37543336	50	9	UC_delange2017	0.000115835	0.106296	CD4ET
241	ENSG00000218739	CEBPZ_AS1	2	37323631	37543336	50	9	MS_imsgc2019	1.09597e-05	0.395515	CD4ET
241	ENSG00000218739	CEBPZ_AS1	2	37323631	37543336	49	9	CD4ET_onek1k_ENSG00000218739	0.0375712	5.19168e-07	CD4ET
241	ENSG00000218739	CEBPZ_AS1	2	37323631	37543336	57	14	AD_schwartzentruber2021	3.31895e-05	0.00749506	CD8ET
241	ENSG00000218739	CEBPZ_AS1	2	37323631	37543336	57	14	CD8ET_onek1k_ENSG00000218739	0.0667068	1.72787e-11	CD8ET
241	ENSG00000218739	CEBPZ_AS1	2	37323631	37543336	56	14	CD8ET_onek1k_ENSG00000218739	0.0668599	1.61372e-11	CD8ET
241	ENSG00000218739	CEBPZ_AS1	2	37323631	37543336	56	13	CD8ET_onek1k_ENSG00000218739	0.066931	9.18347e-12	CD8ET
241	ENSG00000218739	CEBPZ_AS1	2	37323631	37543336	57	14	SCZ_pardinas2018	0.000239244	0.000334775	CD8ET
241	ENSG00000218739	CEBPZ_AS1	2	37323631	37543336	56	14	UC_delange2017	0.000266396	0.0245359	CD8ET
241	ENSG00000218739	CEBPZ_AS1	2	37323631	37543336	56	14	CD8ET_onek1k_ENSG00000218739	0.0667199	1.71778e-11	CD8ET
241	ENSG00000218739	CEBPZ_AS1	2	37323631	37543336	118	19	AD_schwartzentruber2021	2.71622e-05	0.0296097	CD8NC
241	ENSG00000218739	CEBPZ_AS1	2	37323631	37543336	118	19	CD8NC_onek1k_ENSG00000218739	0.097729	1.87855e-16	CD8NC
241	ENSG00000218739	CEBPZ_AS1	2	37323631	37543336	114	19	CD8NC_onek1k_ENSG00000218739	0.0975665	2.02511e-16	CD8NC
241	ENSG00000218739	CEBPZ_AS1	2	37323631	37543336	112	19	CD8NC_onek1k_ENSG00000218739	0.0970332	2.5904e-16	CD8NC
241	ENSG00000218739	CEBPZ_AS1	2	37323631	37543336	118	19	SCZ_pardinas2018	0.000258227	0.000437326	CD8NC
241	ENSG00000218739	CEBPZ_AS1	2	37323631	37543336	114	19	UC_delange2017	0.00033243	0.0164884	CD8NC
241	ENSG00000218739	CEBPZ_AS1	2	37323631	37543336	117	19	CD8NC_onek1k_ENSG00000218739	0.097918	1.72137e-16	CD8NC
241	ENSG00000218739	CEBPZ_AS1	2	37323631	37543336	115	19	FTD_ferrari2014	0.000911486	0.152594	CD8NC
241	ENSG00000218739	CEBPZ_AS1	2	37323631	37543336	115	19	CD8NC_onek1k_ENSG00000218739	0.0971092	2.50112e-16	CD8NC
242	ENSG00000236213	AC006369_2	2	37727279	37973841	52	7	AD_schwartzentruber2021	1.31007e-06	0.364636	BMem
242	ENSG00000236213	AC006369_2	2	37727279	37973841	52	7	BMem_onek1k_ENSG00000236213	0.0364662	2.96201e-07	BMem
242	ENSG00000236213	AC006369_2	2	37727279	37973841	51	7	BMem_onek1k_ENSG00000236213	0.0364729	2.95305e-07	BMem
242	ENSG00000236213	AC006369_2	2	37727279	37973841	51	7	BMem_onek1k_ENSG00000236213	0.0364997	2.91751e-07	BMem
242	ENSG00000236213	AC006369_2	2	37727279	37973841	51	7	PD_nalls2019	1.14232e-06	0.363604	BMem
242	ENSG00000236213	AC006369_2	2	37727279	37973841	48	7	BMem_onek1k_ENSG00000236213	0.0361285	3.44883e-07	BMem
242	ENSG00000236213	AC006369_2	2	37727279	37973841	51	7	UC_delange2017	5.37227e-05	0.220022	BMem
242	ENSG00000236213	AC006369_2	2	37727279	37973841	54	7	BMem_onek1k_ENSG00000236213	0.0364946	2.92426e-07	BMem
242	ENSG00000236213	AC006369_2	2	37727279	37973841	51	7	BMem_onek1k_ENSG00000236213	0.0365954	2.79431e-07	BMem
242	ENSG00000236213	AC006369_2	2	37727279	37973841	75	13	CD4ET_onek1k_ENSG00000236213	0.188068	7.73868e-39	CD4ET
242	ENSG00000236213	AC006369_2	2	37727279	37973841	73	13	CD4ET_onek1k_ENSG00000236213	0.188008	8.00309e-39	CD4ET
242	ENSG00000236213	AC006369_2	2	37727279	37973841	74	13	CD4ET_onek1k_ENSG00000236213	0.187902	8.50186e-39	CD4ET
242	ENSG00000236213	AC006369_2	2	37727279	37973841	74	13	PD_nalls2019	4.29843e-05	0.00192567	CD4ET
242	ENSG00000236213	AC006369_2	2	37727279	37973841	74	13	CD4ET_onek1k_ENSG00000236213	0.187987	8.09923e-39	CD4ET
242	ENSG00000236213	AC006369_2	2	37727279	37973841	70	13	CD4ET_onek1k_ENSG00000236213	0.187833	8.84255e-39	CD4ET
242	ENSG00000236213	AC006369_2	2	37727279	37973841	77	13	CD4ET_onek1k_ENSG00000236213	0.187657	9.77687e-39	CD4ET
242	ENSG00000236213	AC006369_2	2	37727279	37973841	74	13	CD4ET_onek1k_ENSG00000236213	0.187985	8.10882e-39	CD4ET
242	ENSG00000236213	AC006369_2	2	37727279	37973841	146	28	CD8ET_onek1k_ENSG00000236213	0.406932	1.46076e-94	CD8ET
242	ENSG00000236213	AC006369_2	2	37727279	37973841	142	27	CD8ET_onek1k_ENSG00000236213	0.401115	4.08769e-93	CD8ET
242	ENSG00000236213	AC006369_2	2	37727279	37973841	144	28	LBD_chia2021	0.000894067	0.208697	CD8ET
242	ENSG00000236213	AC006369_2	2	37727279	37973841	144	28	CD8ET_onek1k_ENSG00000236213	0.405937	3.15438e-94	CD8ET
242	ENSG00000236213	AC006369_2	2	37727279	37973841	145	28	PD_nalls2019	5.41047e-05	0.00314277	CD8ET
242	ENSG00000236213	AC006369_2	2	37727279	37973841	145	28	CD8ET_onek1k_ENSG00000236213	0.406732	1.70591e-94	CD8ET
242	ENSG00000236213	AC006369_2	2	37727279	37973841	140	28	SCZ_pardinas2018	0.000134327	0.0415102	CD8ET
242	ENSG00000236213	AC006369_2	2	37727279	37973841	140	28	CD8ET_onek1k_ENSG00000236213	0.406445	2.12891e-94	CD8ET
242	ENSG00000236213	AC006369_2	2	37727279	37973841	142	27	UC_delange2017	5.40142e-05	0.341452	CD8ET
242	ENSG00000236213	AC006369_2	2	37727279	37973841	147	27	CD8ET_onek1k_ENSG00000236213	0.399153	1.83676e-92	CD8ET
242	ENSG00000236213	AC006369_2	2	37727279	37973841	141	26	CD8ET_onek1k_ENSG00000236213	0.402351	4.92346e-94	CD8ET
242	ENSG00000236213	AC006369_2	2	37727279	37973841	75	22	CD8NC_onek1k_ENSG00000236213	0.284485	4.61764e-60	CD8NC
242	ENSG00000236213	AC006369_2	2	37727279	37973841	73	22	CD8NC_onek1k_ENSG00000236213	0.285506	2.40564e-60	CD8NC
242	ENSG00000236213	AC006369_2	2	37727279	37973841	73	22	LBD_chia2021	0.00271115	0.0096485	CD8NC
242	ENSG00000236213	AC006369_2	2	37727279	37973841	73	22	CD8NC_onek1k_ENSG00000236213	0.285253	2.82854e-60	CD8NC
242	ENSG00000236213	AC006369_2	2	37727279	37973841	74	22	PD_nalls2019	6.85956e-05	0.000185049	CD8NC
242	ENSG00000236213	AC006369_2	2	37727279	37973841	74	22	CD8NC_onek1k_ENSG00000236213	0.284585	4.33186e-60	CD8NC
242	ENSG00000236213	AC006369_2	2	37727279	37973841	73	22	SCZ_pardinas2018	0.000141756	0.0236223	CD8NC
242	ENSG00000236213	AC006369_2	2	37727279	37973841	73	22	CD8NC_onek1k_ENSG00000236213	0.283497	8.6685e-60	CD8NC
242	ENSG00000236213	AC006369_2	2	37727279	37973841	76	21	CD8NC_onek1k_ENSG00000236213	0.287945	1.79541e-61	CD8NC
242	ENSG00000236213	AC006369_2	2	37727279	37973841	73	21	CD8NC_onek1k_ENSG00000236213	0.277534	1.38044e-58	CD8NC
247	ENSG00000115944	COX7A2L	2	42460686	42752228	10	9	CD4ET_onek1k_ENSG00000115944	0.0331924	3.4006e-06	CD4ET
247	ENSG00000115944	COX7A2L	2	42460686	42752228	10	9	LBD_chia2021	0.00140043	0.0315331	CD4ET
247	ENSG00000115944	COX7A2L	2	42460686	42752228	10	9	ALS_vanrheenen2021	5.67711e-05	0.148425	CD4ET
247	ENSG00000115944	COX7A2L	2	42460686	42752228	8	8	FTD_ferrari2014	0.000210306	0.309994	CD4ET
247	ENSG00000115944	COX7A2L	2	42460686	42752228	8	8	CD4ET_onek1k_ENSG00000115944	0.0334528	1.91265e-06	CD4ET
247	ENSG00000115944	COX7A2L	2	42460686	42752228	67	23	CD4NC_onek1k_ENSG00000115944	0.150917	1.39309e-26	CD4NC
247	ENSG00000115944	COX7A2L	2	42460686	42752228	66	23	CD_delange2017	0.00022585	0.0933016	CD4NC
247	ENSG00000115944	COX7A2L	2	42460686	42752228	66	23	CD4NC_onek1k_ENSG00000115944	0.150767	1.50274e-26	CD4NC
247	ENSG00000115944	COX7A2L	2	42460686	42752228	63	23	LBD_chia2021	0.00213786	0.0307388	CD4NC
247	ENSG00000115944	COX7A2L	2	42460686	42752228	63	23	CD4NC_onek1k_ENSG00000115944	0.150605	1.63071e-26	CD4NC
247	ENSG00000115944	COX7A2L	2	42460686	42752228	67	23	PD_nalls2019	8.55895e-05	2.28207e-05	CD4NC
247	ENSG00000115944	COX7A2L	2	42460686	42752228	67	23	SCZ_pardinas2018	3.5167e-06	0.442113	CD4NC
247	ENSG00000115944	COX7A2L	2	42460686	42752228	67	23	ALS_vanrheenen2021	0.00013563	0.0683244	CD4NC
247	ENSG00000115944	COX7A2L	2	42460686	42752228	65	23	FTD_ferrari2014	0.00168987	0.0580925	CD4NC
247	ENSG00000115944	COX7A2L	2	42460686	42752228	65	23	CD4NC_onek1k_ENSG00000115944	0.150137	2.06538e-26	CD4NC
247	ENSG00000115944	COX7A2L	2	42460686	42752228	73	13	CD8ET_onek1k_ENSG00000115944	0.0429517	3.01582e-07	CD8ET
247	ENSG00000115944	COX7A2L	2	42460686	42752228	69	13	CD_delange2017	3.77406e-05	0.340696	CD8ET
247	ENSG00000115944	COX7A2L	2	42460686	42752228	69	13	CD8ET_onek1k_ENSG00000115944	0.0429719	2.99089e-07	CD8ET
247	ENSG00000115944	COX7A2L	2	42460686	42752228	73	13	LBD_chia2021	1.61951e-05	0.440909	CD8ET
247	ENSG00000115944	COX7A2L	2	42460686	42752228	73	13	ALS_vanrheenen2021	0.000118224	0.0487901	CD8ET
247	ENSG00000115944	COX7A2L	2	42460686	42752228	71	13	FTD_ferrari2014	0.000581291	0.204017	CD8ET
247	ENSG00000115944	COX7A2L	2	42460686	42752228	71	13	CD8ET_onek1k_ENSG00000115944	0.0432904	2.62259e-07	CD8ET
247	ENSG00000115944	COX7A2L	2	42460686	42752228	38	19	CD8NC_onek1k_ENSG00000115944	0.10315	1.50746e-17	CD8NC
247	ENSG00000115944	COX7A2L	2	42460686	42752228	37	19	CD_delange2017	5.22687e-05	0.326759	CD8NC
247	ENSG00000115944	COX7A2L	2	42460686	42752228	37	19	CD8NC_onek1k_ENSG00000115944	0.102753	1.81526e-17	CD8NC
247	ENSG00000115944	COX7A2L	2	42460686	42752228	35	19	LBD_chia2021	0.00334507	0.00221121	CD8NC
247	ENSG00000115944	COX7A2L	2	42460686	42752228	35	19	CD8NC_onek1k_ENSG00000115944	0.104889	6.66372e-18	CD8NC
247	ENSG00000115944	COX7A2L	2	42460686	42752228	38	19	PD_nalls2019	7.16049e-05	0.000107023	CD8NC
247	ENSG00000115944	COX7A2L	2	42460686	42752228	38	19	ALS_vanrheenen2021	6.26343e-05	0.195967	CD8NC
247	ENSG00000115944	COX7A2L	2	42460686	42752228	37	19	FTD_ferrari2014	0.00086914	0.156515	CD8NC
247	ENSG00000115944	COX7A2L	2	42460686	42752228	37	19	CD8NC_onek1k_ENSG00000115944	0.103148	1.50861e-17	CD8NC
247	ENSG00000143924	EML4	2	42296490	42659688	97	14	CD4ET_onek1k_ENSG00000143924	0.0214614	0.00142354	CD4ET
247	ENSG00000143924	EML4	2	42296490	42659688	92	14	CD4ET_onek1k_ENSG00000143924	0.0213358	0.00148547	CD4ET
247	ENSG00000143924	EML4	2	42296490	42659688	96	14	LBD_chia2021	0.000479357	0.246696	CD4ET
247	ENSG00000143924	EML4	2	42296490	42659688	96	14	CD4ET_onek1k_ENSG00000143924	0.0213605	0.0014731	CD4ET
247	ENSG00000143924	EML4	2	42296490	42659688	96	14	CD4ET_onek1k_ENSG00000143924	0.0214639	0.00142235	CD4ET
247	ENSG00000143924	EML4	2	42296490	42659688	95	14	CD4ET_onek1k_ENSG00000143924	0.0216091	0.00135393	CD4ET
247	ENSG00000143924	EML4	2	42296490	42659688	95	14	FTD_ferrari2014	0.00183482	0.021248	CD4ET
247	ENSG00000143924	EML4	2	42296490	42659688	143	29	CD8ET_onek1k_ENSG00000143924	0.0837672	6.27171e-12	CD8ET
247	ENSG00000143924	EML4	2	42296490	42659688	137	29	CD_delange2017	2.06263e-05	0.417848	CD8ET
247	ENSG00000143924	EML4	2	42296490	42659688	137	29	CD8ET_onek1k_ENSG00000143924	0.0845004	4.66163e-12	CD8ET
247	ENSG00000143924	EML4	2	42296490	42659688	142	29	LBD_chia2021	0.000704685	0.252244	CD8ET
247	ENSG00000143924	EML4	2	42296490	42659688	142	29	CD8ET_onek1k_ENSG00000143924	0.0837657	6.27551e-12	CD8ET
247	ENSG00000143924	EML4	2	42296490	42659688	142	29	PD_nalls2019	7.96679e-05	7.72449e-05	CD8ET
247	ENSG00000143924	EML4	2	42296490	42659688	142	29	CD8ET_onek1k_ENSG00000143924	0.0839033	5.93611e-12	CD8ET
247	ENSG00000143924	EML4	2	42296490	42659688	137	29	UC_delange2017	6.2503e-06	0.454481	CD8ET
247	ENSG00000143924	EML4	2	42296490	42659688	143	29	ALS_vanrheenen2021	0.000115272	0.116699	CD8ET
247	ENSG00000143924	EML4	2	42296490	42659688	141	30	CD8ET_onek1k_ENSG00000143924	0.0829333	1.22895e-11	CD8ET
247	ENSG00000143924	EML4	2	42296490	42659688	138	29	FTD_ferrari2014	0.00130454	0.113136	CD8ET
247	ENSG00000143924	EML4	2	42296490	42659688	138	29	CD8ET_onek1k_ENSG00000143924	0.0837193	6.3944e-12	CD8ET
247	ENSG00000143924	EML4	2	42296490	42659688	258	25	CD8NC_onek1k_ENSG00000143924	0.0347857	0.000133594	CD8NC
247	ENSG00000143924	EML4	2	42296490	42659688	244	25	CD_delange2017	6.05371e-05	0.333267	CD8NC
247	ENSG00000143924	EML4	2	42296490	42659688	244	25	CD8NC_onek1k_ENSG00000143924	0.034917	0.000128165	CD8NC
247	ENSG00000143924	EML4	2	42296490	42659688	257	25	LBD_chia2021	0.00139001	0.101884	CD8NC
247	ENSG00000143924	EML4	2	42296490	42659688	257	25	CD8NC_onek1k_ENSG00000143924	0.0346522	0.000139343	CD8NC
247	ENSG00000143924	EML4	2	42296490	42659688	257	25	CD8NC_onek1k_ENSG00000143924	0.0348141	0.000132402	CD8NC
247	ENSG00000143924	EML4	2	42296490	42659688	258	25	SCZ_pardinas2018	7.2456e-05	0.140431	CD8NC
247	ENSG00000143924	EML4	2	42296490	42659688	244	25	UC_delange2017	5.35932e-05	0.33906	CD8NC
247	ENSG00000143924	EML4	2	42296490	42659688	258	25	ALS_vanrheenen2021	9.36933e-05	0.139053	CD8NC
247	ENSG00000143924	EML4	2	42296490	42659688	256	25	CD8NC_onek1k_ENSG00000143924	0.0347989	0.000133039	CD8NC
247	ENSG00000143924	EML4	2	42296490	42659688	251	24	FTD_ferrari2014	0.00223227	0.0200186	CD8NC
247	ENSG00000143924	EML4	2	42296490	42659688	251	24	CD8NC_onek1k_ENSG00000143924	0.034391	0.00012774	CD8NC
248	ENSG00000152527	PLEKHH2	2	43764412	44095126	102	22	AD_schwartzentruber2021	1.90777e-05	0.100998	CD8NC
248	ENSG00000152527	PLEKHH2	2	43764412	44095126	102	22	CD8NC_onek1k_ENSG00000152527	0.0447213	2.4882e-06	CD8NC
248	ENSG00000152527	PLEKHH2	2	43764412	44095126	98	22	CD_delange2017	0.00130962	3.78287e-08	CD8NC
248	ENSG00000152527	PLEKHH2	2	43764412	44095126	98	22	CD8NC_onek1k_ENSG00000152527	0.0448464	2.37859e-06	CD8NC
248	ENSG00000152527	PLEKHH2	2	43764412	44095126	97	22	LBD_chia2021	1.62511e-06	0.453446	CD8NC
248	ENSG00000152527	PLEKHH2	2	43764412	44095126	97	22	CD8NC_onek1k_ENSG00000152527	0.0429036	4.7678e-06	CD8NC
248	ENSG00000152527	PLEKHH2	2	43764412	44095126	102	22	PD_nalls2019	1.52332e-05	0.121881	CD8NC
248	ENSG00000152527	PLEKHH2	2	43764412	44095126	98	22	UC_delange2017	0.000275991	0.0426876	CD8NC
248	ENSG00000152527	PLEKHH2	2	43764412	44095126	102	22	MS_imsgc2019	1.68452e-05	0.413869	CD8NC
248	ENSG00000152527	PLEKHH2	2	43764412	44095126	99	22	CD8NC_onek1k_ENSG00000152527	0.0448533	2.37269e-06	CD8NC
252	ENSG00000171150	SOCS5	2	46826091	47090268	38	6	AD_schwartzentruber2021	2.17075e-05	0.0133902	BIN
252	ENSG00000171150	SOCS5	2	46826091	47090268	38	6	BIN_onek1k_ENSG00000171150	0.0440904	4.59773e-09	BIN
252	ENSG00000171150	SOCS5	2	46826091	47090268	38	6	PD_nalls2019	7.30967e-06	0.139388	BIN
252	ENSG00000171150	SOCS5	2	46826091	47090268	38	6	SCZ_pardinas2018	1.83415e-05	0.243111	BIN
252	ENSG00000171150	SOCS5	2	46826091	47090268	38	6	MS_imsgc2019	0.000144312	0.0627742	BIN
252	ENSG00000171150	SOCS5	2	46826091	47090268	37	6	BIN_onek1k_ENSG00000171150	0.0441264	4.52027e-09	BIN
252	ENSG00000250565	ATP6V1E2	2	46617889	46869696	8	3	AD_schwartzentruber2021	4.88455e-06	0.15176	CD4NC
252	ENSG00000250565	ATP6V1E2	2	46617889	46869696	8	3	CD4NC_onek1k_ENSG00000250565	0.037532	8.64275e-09	CD4NC
252	ENSG00000250565	ATP6V1E2	2	46617889	46869696	8	3	CD_delange2017	1.73836e-05	0.295218	CD4NC
252	ENSG00000250565	ATP6V1E2	2	46617889	46869696	7	3	CD4NC_onek1k_ENSG00000250565	0.037533	8.63824e-09	CD4NC
252	ENSG00000250565	ATP6V1E2	2	46617889	46869696	8	3	PD_nalls2019	5.94994e-06	0.122597	CD4NC
252	ENSG00000250565	ATP6V1E2	2	46617889	46869696	8	3	SCZ_pardinas2018	8.71155e-05	0.00679748	CD4NC
252	ENSG00000250565	ATP6V1E2	2	46617889	46869696	8	3	UC_delange2017	8.4469e-05	0.0742781	CD4NC
252	ENSG00000250565	ATP6V1E2	2	46617889	46869696	8	3	MS_imsgc2019	5.03288e-05	0.165466	CD4NC
253	ENSG00000184261	KCNK12	2	47643720	47898078	74	13	CD8ET_onek1k_ENSG00000184261	0.0284307	9.30317e-05	CD8ET
253	ENSG00000184261	KCNK12	2	47643720	47898078	71	13	CD_delange2017	1.20836e-05	0.419875	CD8ET
253	ENSG00000184261	KCNK12	2	47643720	47898078	71	13	CD8ET_onek1k_ENSG00000184261	0.0289986	7.51704e-05	CD8ET
253	ENSG00000184261	KCNK12	2	47643720	47898078	73	13	LBD_chia2021	0.000308123	0.322399	CD8ET
253	ENSG00000184261	KCNK12	2	47643720	47898078	73	13	CD8ET_onek1k_ENSG00000184261	0.0282684	9.88544e-05	CD8ET
253	ENSG00000184261	KCNK12	2	47643720	47898078	74	13	PD_nalls2019	4.60002e-05	0.000731649	CD8ET
253	ENSG00000184261	KCNK12	2	47643720	47898078	74	13	MS_imsgc2019	5.59673e-05	0.292323	CD8ET
253	ENSG00000184261	KCNK12	2	47643720	47898078	71	13	CD8ET_onek1k_ENSG00000184261	0.0284433	9.25925e-05	CD8ET
254	ENSG00000170802	FOXN2	2	48441776	48706433	81	21	AD_schwartzentruber2021	3.13708e-06	0.346667	CD4NC
254	ENSG00000170802	FOXN2	2	48441776	48706433	81	21	CD4NC_onek1k_ENSG00000170802	0.10147	9.76061e-17	CD4NC
254	ENSG00000170802	FOXN2	2	48441776	48706433	79	20	CD_delange2017	0.000585713	0.00155833	CD4NC
254	ENSG00000170802	FOXN2	2	48441776	48706433	79	20	CD4NC_onek1k_ENSG00000170802	0.102364	3.79212e-17	CD4NC
254	ENSG00000170802	FOXN2	2	48441776	48706433	81	21	PD_nalls2019	1.16128e-05	0.190945	CD4NC
254	ENSG00000170802	FOXN2	2	48441776	48706433	82	21	SCZ_pardinas2018	0.000409653	2.97088e-06	CD4NC
254	ENSG00000170802	FOXN2	2	48441776	48706433	82	21	CD4NC_onek1k_ENSG00000170802	0.101293	1.05865e-16	CD4NC
254	ENSG00000170802	FOXN2	2	48441776	48706433	79	20	UC_delange2017	0.000128385	0.171394	CD4NC
254	ENSG00000170802	FOXN2	2	48441776	48706433	82	21	ALS_vanrheenen2021	0.000118432	0.0825275	CD4NC
254	ENSG00000170802	FOXN2	2	48441776	48706433	79	21	CD4NC_onek1k_ENSG00000170802	0.101871	8.12078e-17	CD4NC
254	ENSG00000170802	FOXN2	2	48441776	48706433	4	4	AD_schwartzentruber2021	1.26281e-06	0.330409	CD8ET
254	ENSG00000170802	FOXN2	2	48441776	48706433	4	4	CD8ET_onek1k_ENSG00000170802	0.0326495	2.32714e-07	CD8ET
254	ENSG00000170802	FOXN2	2	48441776	48706433	3	3	CD_delange2017	0.000349042	0.000616568	CD8ET
254	ENSG00000170802	FOXN2	2	48441776	48706433	3	3	CD8ET_onek1k_ENSG00000170802	0.0304561	2.83665e-07	CD8ET
254	ENSG00000170802	FOXN2	2	48441776	48706433	4	4	SCZ_pardinas2018	0.00029739	4.28843e-07	CD8ET
254	ENSG00000170802	FOXN2	2	48441776	48706433	3	3	UC_delange2017	0.000192675	0.00724971	CD8ET
254	ENSG00000170802	FOXN2	2	48441776	48706433	4	4	FTD_ferrari2014	2.55758e-05	0.379541	CD8ET
254	ENSG00000170802	FOXN2	2	48441776	48706433	5	5	CD8NC_onek1k_ENSG00000170802	0.0349012	1.70053e-07	CD8NC
254	ENSG00000170802	FOXN2	2	48441776	48706433	4	4	CD_delange2017	0.000281304	0.00359981	CD8NC
254	ENSG00000170802	FOXN2	2	48441776	48706433	4	4	CD8NC_onek1k_ENSG00000170802	0.0351338	7.05049e-08	CD8NC
254	ENSG00000170802	FOXN2	2	48441776	48706433	5	5	LBD_chia2021	9.90126e-05	0.336626	CD8NC
254	ENSG00000170802	FOXN2	2	48441776	48706433	5	5	SCZ_pardinas2018	0.000294253	9.96512e-07	CD8NC
254	ENSG00000170802	FOXN2	2	48441776	48706433	4	4	UC_delange2017	0.000213267	0.00747626	CD8NC
254	ENSG00000170802	FOXN2	2	48441776	48706433	5	5	ALS_vanrheenen2021	1.42192e-05	0.291177	CD8NC
261	ENSG00000115306	SPTBN1	2	54583422	54996812	733	83	CD8ET_onek1k_ENSG00000115306	0.0562137	0.000171991	CD8ET
261	ENSG00000115306	SPTBN1	2	54583422	54996812	714	82	CD_delange2017	0.000959782	0.00337792	CD8ET
261	ENSG00000115306	SPTBN1	2	54583422	54996812	714	82	CD8ET_onek1k_ENSG00000115306	0.0543233	0.00024021	CD8ET
261	ENSG00000115306	SPTBN1	2	54583422	54996812	667	78	LBD_chia2021	0.00418097	0.0138745	CD8ET
