gene_locus	gene_id	chr	start	stop	n_snps	n_pcs	phen1	phen2	rho	rho.lower	rho.upper	r2	r2.lower	r2.upper	p
IL12B	ENSG00000113302	5	158641791	158857895	403	78	PD_nalls2019	pqtls_IL12B	-0.0382732	-0.16541	0.0889	0.00146484	0	0.02778	0.551649
IL12B	ENSG00000113302	5	158641791	158857895	396	77	UC_delange2017	pqtls_IL12B	0.722735	0.62438	0.81591	0.522345	0.38986	0.66571	6.70648e-28
IL12B	ENSG00000113302	5	158641791	158857895	387	67	MS_imsgc2019	pqtls_IL12B	0.0708205	-0.11653	0.25606	0.00501554	0	0.06572	0.452033
HK3	ENSG00000160883	5	176207870	176426333	408	80	PD_nalls2019	pqtls_HK3	-0.0654743	-0.24659	0.11995	0.00428689	0	0.06117	0.477417
B4GALT7	ENSG00000027847	5	176927101	177137348	225	31	PD_nalls2019	pqtls_B4GALT7	-0.200864	-0.38273	-0.01611	0.0403462	0.00077	0.14648	0.0341234
HNRNPAB	ENSG00000197451	5	177531508	177738164	619	127	PD_nalls2019	pqtls_HNRNPAB	0.124917	-0.06858	0.32053	0.0156043	0	0.10274	0.204327
MGAT4B	ENSG00000161013	5	179124597	179333952	419	99	PD_nalls2019	pqtls_MGAT4B	0.0436768	-0.03951	0.12525	0.00190766	0	0.01569	0.303197
MAPK9	ENSG00000050748	5	179560143	179819099	836	175	PD_nalls2019	pqtls_MAPK9	0.0515863	-0.04647	0.15038	0.00266115	0	0.02262	0.303163
SCGB3A1	ENSG00000161055	5	179917103	180118540	647	120	PD_nalls2019	pqtls_SCGB3A1	0.0719599	-0.12251	0.26777	0.00517822	0	0.07192	0.461782
FLT4	ENSG00000037280	5	179928506	180176624	718	132	PD_nalls2019	pqtls_FLT4	-0.160999	-0.31227	-0.01019	0.0259208	0.00044	0.09751	0.0364662
BTNL8	ENSG00000113303	5	180226077	180477906	533	56	PD_nalls2019	pqtls_BTNL8	0.0366841	-0.09322	0.16642	0.00134572	0	0.02795	0.580079
SERPINB1	ENSG00000021355	6	2732566	2942240	646	139	PD_nalls2019	pqtls_SERPINB1	-0.0396909	-0.13353	0.05325	0.00157536	0	0.01783	0.407321
NQO2	ENSG00000124588	6	2888221	3119996	709	131	PD_nalls2019	pqtls_NQO2	0.0241546	-0.03006	0.07754	0.000583443	0	0.00603	0.369837
ECI2	ENSG00000198721	6	4015923	4235831	585	97	PD_nalls2019	pqtls_ECI2	0.00806764	-0.08934	0.10446	6.50867e-05	0	0.01263	0.869901
LY86	ENSG00000112799	6	6488341	6755216	848	167	PD_nalls2019	pqtls_LY86	-0.148442	-0.30981	0.0086	0.022035	0	0.09598	0.068757
TXNDC5	ENSG00000239264	6	7781483	8126646	894	138	LBD_chia2021	pqtls_TXNDC5	0.00661962	-0.25013	0.26836	4.38193e-05	0	0.09035	0.959009
TXNDC5	ENSG00000239264	6	7781483	8126646	1028	140	PD_nalls2019	pqtls_TXNDC5	0.067019	-0.04778	0.18064	0.00449154	0	0.03263	0.251109
ACOT13	ENSG00000112304	6	24567263	24805293	590	98	PD_nalls2019	pqtls_ACOT13	0.147012	-0.03825	0.33226	0.0216124	0	0.1104	0.115633
BTN3A1	ENSG00000026950	6	26302465	26515444	687	56	PD_nalls2019	pqtls_BTN3A1	0.108458	-0.15816	0.38167	0.0117631	0	0.14614	0.420448
BTN3A1	ENSG00000026950	6	26302465	26515444	677	55	SCZ_pardinas2018	pqtls_BTN3A1	0.682606	0.49772	0.87204	0.465951	0.24773	0.76045	8.13344e-09
BTN3A1	ENSG00000026950	6	26302465	26515444	686	53	MS_imsgc2019	pqtls_BTN3A1	-0.355142	-0.62792	-0.08703	0.126126	0.00768	0.39429	0.0126029
BTN3A3	ENSG00000111801	6	26340700	26553643	608	53	CD_delange2017	pqtls_BTN3A3	0.309667	0.06343	0.57158	0.0958934	0.00444	0.32671	0.0143579
BTN3A3	ENSG00000111801	6	26340700	26553643	613	53	PD_nalls2019	pqtls_BTN3A3	0.0156957	-0.14804	0.181	0.000246356	0	0.03658	0.850649
BTN3A3	ENSG00000111801	6	26340700	26553643	600	52	SCZ_pardinas2018	pqtls_BTN3A3	0.61839	0.51138	0.725	0.382406	0.26151	0.52562	1.1002e-20
BTN3A3	ENSG00000111801	6	26340700	26553643	608	49	MS_imsgc2019	pqtls_BTN3A3	-0.071482	-0.28179	0.13752	0.00510967	0	0.08015	0.505275
MICA	ENSG00000204520	6	31271356	31483092	292	45	CD_delange2017	pqtls_MICA	-0.192764	-0.33314	-0.05673	0.0371581	0.0033	0.11099	0.00654898
MICA	ENSG00000204520	6	31271356	31483092	290	45	PD_nalls2019	pqtls_MICA	0.0861652	-0.08038	0.24697	0.00742444	0	0.06099	0.303938
MICA	ENSG00000204520	6	31271356	31483092	2624	78	SCZ_pardinas2018	pqtls_MICA	-0.289381	-0.41377	-0.16897	0.0837413	0.02855	0.17121	4.3293e-06
MICA	ENSG00000204520	6	31271356	31483092	292	45	UC_delange2017	pqtls_MICA	-0.0631545	-0.17357	0.04683	0.00398849	0	0.03013	0.263598
MICA	ENSG00000204520	6	31271356	31483092	2356	73	ALS_vanrheenen2021	pqtls_MICA	-0.117853	-0.36908	0.12942	0.0138893	0	0.13671	0.329977
MICA	ENSG00000204520	6	31271356	31483092	313	46	MS_imsgc2019	pqtls_MICA	0.0819363	0.03581	0.12856	0.00671355	0.00128	0.01653	0.0004608
MICB	ENSG00000204516	6	31362658	31578901	1580	85	AD_schwartzentruber2021	pqtls_MICB	0.343506	0.11204	0.60488	0.117996	0.01255	0.36588	0.00458223
MICB	ENSG00000204516	6	31362658	31578901	223	34	CD_delange2017	pqtls_MICB	0.472273	0.3375	0.60372	0.223042	0.11391	0.36448	2.6435e-10
MICB	ENSG00000204516	6	31362658	31578901	1537	81	SCZ_pardinas2018	pqtls_MICB	0.538882	0.4242	0.65027	0.290394	0.17995	0.42285	2.07439e-16
MICB	ENSG00000204516	6	31362658	31578901	223	34	UC_delange2017	pqtls_MICB	-0.222053	-0.343	-0.0982	0.0493075	0.00964	0.11765	0.000314963
MICB	ENSG00000204516	6	31362658	31578901	1521	84	ALS_vanrheenen2021	pqtls_MICB	0.0544653	-0.18422	0.29094	0.00296647	0	0.08782	0.640007
MICB	ENSG00000204516	6	31362658	31578901	233	36	MS_imsgc2019	pqtls_MICB	-0.113473	-0.16972	-0.05555	0.0128762	0.00309	0.0288	0.000113728
NCR3	ENSG00000204475	6	31456672	31660762	830	78	AD_schwartzentruber2021	pqtls_NCR3	-0.1319	-0.37074	0.10579	0.0173976	0	0.13756	0.26258
NCR3	ENSG00000204475	6	31456672	31660762	225	41	CD_delange2017	pqtls_NCR3	-0.106365	-0.24289	0.02773	0.0113135	0	0.059	0.127933
NCR3	ENSG00000204475	6	31456672	31660762	229	41	PD_nalls2019	pqtls_NCR3	-0.0758465	-0.38627	0.23149	0.00575269	0	0.1525	0.617675
NCR3	ENSG00000204475	6	31456672	31660762	820	73	SCZ_pardinas2018	pqtls_NCR3	-0.0363095	-0.18421	0.11321	0.00131838	0	0.03451	0.629928
NCR3	ENSG00000204475	6	31456672	31660762	225	41	UC_delange2017	pqtls_NCR3	0.10325	-0.00737	0.2133	0.0106605	0	0.0455	0.0645311
NCR3	ENSG00000204475	6	31456672	31660762	810	76	ALS_vanrheenen2021	pqtls_NCR3	-0.269719	-0.55671	-0.00722	0.0727483	0.00106	0.30993	0.0451873
NCR3	ENSG00000204475	6	31456672	31660762	226	37	MS_imsgc2019	pqtls_NCR3	0.266148	0.18545	0.34607	0.070835	0.03439	0.11976	4.99355e-10
AIF1	ENSG00000204472	6	31482961	31684798	652	77	AD_schwartzentruber2021	pqtls_AIF1	-0.0156916	-0.28449	0.24867	0.000246225	0	0.09652	0.907417
AIF1	ENSG00000204472	6	31482961	31684798	192	38	CD_delange2017	pqtls_AIF1	-0.107675	-0.25852	0.04262	0.0115939	0	0.06683	0.156795
AIF1	ENSG00000204472	6	31482961	31684798	194	37	PD_nalls2019	pqtls_AIF1	0.287943	0.00393	0.57789	0.0829109	0.00092	0.33396	0.0473081
AIF1	ENSG00000204472	6	31482961	31684798	640	72	SCZ_pardinas2018	pqtls_AIF1	-0.548574	-0.71387	-0.37819	0.300934	0.14303	0.50961	2.63753e-08
AIF1	ENSG00000204472	6	31482961	31684798	192	37	UC_delange2017	pqtls_AIF1	-0.310428	-0.45015	-0.1652	0.0963653	0.02729	0.20263	5.09093e-05
AIF1	ENSG00000204472	6	31482961	31684798	188	32	MS_imsgc2019	pqtls_AIF1	0.230592	0.11064	0.35247	0.0531728	0.01224	0.12424	0.000295412
CLIC1	ENSG00000213719	6	31598358	31807540	439	60	AD_schwartzentruber2021	pqtls_CLIC1	-0.0660509	-0.52814	0.38101	0.00436272	0	0.30215	0.759075
CLIC1	ENSG00000213719	6	31598358	31807540	190	47	CD_delange2017	pqtls_CLIC1	-0.0846237	-0.36667	0.19442	0.00716116	0	0.13682	0.540141
CLIC1	ENSG00000213719	6	31598358	31807540	193	48	PD_nalls2019	pqtls_CLIC1	-0.0735758	-0.40844	0.25402	0.00541339	0	0.17351	0.647718
CLIC1	ENSG00000213719	6	31598358	31807540	423	54	SCZ_pardinas2018	pqtls_CLIC1	-0.720853	-1	-0.47142	0.519629	0.22223	1	6.99755e-06
CLIC1	ENSG00000213719	6	31598358	31807540	190	46	UC_delange2017	pqtls_CLIC1	0.189518	-0.07859	0.46153	0.035917	0	0.21301	0.166214
CLIC1	ENSG00000213719	6	31598358	31807540	431	60	ALS_vanrheenen2021	pqtls_CLIC1	0.234897	-0.17472	0.65814	0.0551766	0	0.43445	0.241258
CLIC1	ENSG00000213719	6	31598358	31807540	183	40	MS_imsgc2019	pqtls_CLIC1	0.00151204	-0.26164	0.26208	2.28626e-06	0	0.09233	0.990596
HSPA1A	ENSG00000204389	6	31683291	31885723	435	69	AD_schwartzentruber2021	pqtls_HSPA1A	-0.058433	-0.4661	0.36101	0.00341441	0	0.23921	0.767346
HSPA1A	ENSG00000204389	6	31683291	31885723	78	38	CD_delange2017	pqtls_HSPA1A	-0.483425	-0.78336	-0.19517	0.2337	0.03809	0.61365	0.00258318
HSPA1A	ENSG00000204389	6	31683291	31885723	82	40	PD_nalls2019	pqtls_HSPA1A	-0.65727	-1	-0.28362	0.432004	0.08044	1	0.00265689
HSPA1A	ENSG00000204389	6	31683291	31885723	413	62	SCZ_pardinas2018	pqtls_HSPA1A	-0.0211266	-0.27842	0.23036	0.000446334	0	0.08564	0.867841
HSPA1A	ENSG00000204389	6	31683291	31885723	78	38	UC_delange2017	pqtls_HSPA1A	0.0593259	-0.22293	0.34403	0.00351957	0	0.12211	0.671342
HSPA1A	ENSG00000204389	6	31683291	31885723	425	68	ALS_vanrheenen2021	pqtls_HSPA1A	0.257899	-0.13329	0.66809	0.0665121	0	0.44676	0.18116
HSPA1A	ENSG00000204389	6	31683291	31885723	74	32	MS_imsgc2019	pqtls_HSPA1A	-0.0244219	-0.26763	0.21874	0.00059643	0	0.07992	0.841077
C2	ENSG00000166278	6	31765562	32013449	446	76	AD_schwartzentruber2021	pqtls_C2	-0.701957	-1	-0.47839	0.492744	0.22886	1	1.08596e-07
C2	ENSG00000166278	6	31765562	32013449	50	27	CD_delange2017	pqtls_C2	-0.59917	-0.78846	-0.40636	0.359004	0.16513	0.62167	2.98163e-07
C2	ENSG00000166278	6	31765562	32013449	427	71	SCZ_pardinas2018	pqtls_C2	-0.516711	-0.64325	-0.38779	0.266991	0.15038	0.41377	2.24267e-12
C2	ENSG00000166278	6	31765562	32013449	50	27	UC_delange2017	pqtls_C2	-0.128128	-0.3097	0.05558	0.0164167	0	0.09591	0.172182
C2	ENSG00000166278	6	31765562	32013449	46	23	MS_imsgc2019	pqtls_C2	-0.336007	-0.43417	-0.23643	0.112901	0.0559	0.1885	3.76136e-10
CFB	ENSG00000243649	6	31795475	32019861	394	74	AD_schwartzentruber2021	pqtls_CFB	-0.174341	-0.46825	0.10025	0.0303948	0	0.21926	0.189769
CFB	ENSG00000243649	6	31795475	32019861	38	22	CD_delange2017	pqtls_CFB	0.447688	0.25007	0.63707	0.200425	0.06254	0.40586	1.96572e-05
CFB	ENSG00000243649	6	31795475	32019861	378	70	SCZ_pardinas2018	pqtls_CFB	-0.132775	-0.26848	0.00558	0.0176293	0	0.07208	0.0544044
CFB	ENSG00000243649	6	31795475	32019861	38	22	UC_delange2017	pqtls_CFB	0.0642457	-0.09349	0.22029	0.00412751	0	0.04853	0.42353
CFB	ENSG00000243649	6	31795475	32019861	35	18	MS_imsgc2019	pqtls_CFB	-0.181592	-0.25491	-0.10728	0.0329756	0.01151	0.06498	3.23846e-06
ATF6B	ENSG00000213676	6	31965953	32196030	477	81	AD_schwartzentruber2021	pqtls_ATF6B	-0.411427	-0.66597	-0.17338	0.169272	0.03006	0.44351	0.00136965
ATF6B	ENSG00000213676	6	31965953	32196030	22	13	CD_delange2017	pqtls_ATF6B	-0.238327	-0.46934	-0.0017	0.0567996	0.00066	0.22028	0.0481829
ATF6B	ENSG00000213676	6	31965953	32196030	413	70	SCZ_pardinas2018	pqtls_ATF6B	0.329177	0.16984	0.48884	0.108358	0.02884	0.23897	7.89142e-05
ATF6B	ENSG00000213676	6	31965953	32196030	22	13	UC_delange2017	pqtls_ATF6B	0.0252903	-0.17485	0.22009	0.000639602	0	0.05291	0.799317
ATF6B	ENSG00000213676	6	31965953	32196030	21	12	MS_imsgc2019	pqtls_ATF6B	-0.454112	-0.57528	-0.32308	0.206217	0.10438	0.33095	2.62303e-10
AGER	ENSG00000204305	6	32048745	32252101	761	85	AD_schwartzentruber2021	pqtls_AGER	0.225506	-0.00768	0.46557	0.0508531	0	0.21676	0.0559043
AGER	ENSG00000204305	6	32048745	32252101	28	17	CD_delange2017	pqtls_AGER	0.0929152	-0.11032	0.29335	0.00863324	0	0.0862	0.360347
AGER	ENSG00000204305	6	32048745	32252101	541	72	SCZ_pardinas2018	pqtls_AGER	0.00342917	-0.15713	0.16274	1.17592e-05	0	0.0348	0.966497
AGER	ENSG00000204305	6	32048745	32252101	28	17	UC_delange2017	pqtls_AGER	0.579419	0.42826	0.71997	0.335726	0.1834	0.51835	2.71134e-10
AGER	ENSG00000204305	6	32048745	32252101	736	83	ALS_vanrheenen2021	pqtls_AGER	0.0627318	-0.20574	0.31799	0.00393527	0	0.10648	0.626024
AGER	ENSG00000204305	6	32048745	32252101	28	16	MS_imsgc2019	pqtls_AGER	0.298657	0.1794	0.41229	0.0891958	0.03218	0.16998	1.61295e-06
COL11A2	ENSG00000204248	6	33030458	33260276	85	20	PD_nalls2019	pqtls_COL11A2	0.127394	-0.09353	0.34956	0.0162293	0	0.12219	0.256531
COL11A2	ENSG00000204248	6	33030458	33260276	1379	63	SCZ_pardinas2018	pqtls_COL11A2	0.432969	0.23382	0.63424	0.187462	0.05467	0.40227	4.7223e-05
COL11A2	ENSG00000204248	6	33030458	33260276	82	19	UC_delange2017	pqtls_COL11A2	-0.498875	-0.81663	-0.18297	0.248877	0.03348	0.66689	0.00316701
COL11A2	ENSG00000204248	6	33030458	33260276	81	17	MS_imsgc2019	pqtls_COL11A2	-0.289418	-0.46092	-0.11095	0.0837627	0.01231	0.21245	0.00184678
TAPBP	ENSG00000231925	6	33167471	33382164	130	33	PD_nalls2019	pqtls_TAPBP	-0.2263	-0.44774	-0.00123	0.0512119	0.00078	0.20047	0.0447727
TAPBP	ENSG00000231925	6	33167471	33382164	379	73	SCZ_pardinas2018	pqtls_TAPBP	-0.370788	-0.58344	-0.17069	0.137484	0.02914	0.3404	0.000533122
TAPBP	ENSG00000231925	6	33167471	33382164	125	32	UC_delange2017	pqtls_TAPBP	0.135337	-0.11073	0.39124	0.0183162	0	0.1533	0.273245
TAPBP	ENSG00000231925	6	33167471	33382164	123	27	MS_imsgc2019	pqtls_TAPBP	0.373477	0.22487	0.51804	0.139485	0.05057	0.26837	4.71548e-06
MLN	ENSG00000096395	6	33662450	33871788	786	131	CD_delange2017	pqtls_MLN	0.276789	0.06276	0.52218	0.076612	0.00438	0.27267	0.0157085
MLN	ENSG00000096395	6	33662450	33871788	808	133	PD_nalls2019	pqtls_MLN	0.0624614	-0.02909	0.15188	0.00390142	0	0.02307	0.171262
MLN	ENSG00000096395	6	33662450	33871788	786	131	UC_delange2017	pqtls_MLN	-0.0345071	-0.22015	0.14712	0.00119074	0	0.04984	0.711805
MLN	ENSG00000096395	6	33662450	33871788	799	123	MS_imsgc2019	pqtls_MLN	-0.168425	-0.31624	-0.02246	0.0283671	0.00078	0.10001	0.02597
SCUBE3	ENSG00000146197	6	35082190	35320856	447	49	PD_nalls2019	pqtls_SCUBE3	0.150476	-0.13174	0.43256	0.0226429	0	0.18711	0.27624
DEF6	ENSG00000023892	6	35165595	35389548	372	51	PD_nalls2019	pqtls_DEF6	5.88098e-05	-0.24662	0.23858	3.45859e-09	0	0.07603	0.999614
CLPS	ENSG00000137392	6	35662759	35865088	397	74	PD_nalls2019	pqtls_CLPS	-0.222324	-0.31067	-0.13331	0.0494281	0.01777	0.09652	2.79671e-06
MAPK14	ENSG00000112062	6	35895488	36179013	499	82	PD_nalls2019	pqtls_MAPK14	-0.0932929	-0.38318	0.19262	0.00870357	0	0.14936	0.524713
MAPK13	ENSG00000156711	6	35995586	36207842	319	62	PD_nalls2019	pqtls_MAPK13	-0.0910963	-0.37447	0.18442	0.00829853	0	0.14053	0.51321
PPIL1	ENSG00000137168	6	36722603	36942800	612	119	PD_nalls2019	pqtls_PPIL1	-0.0464279	-0.1313	0.04068	0.00215555	0	0.01724	0.295235
MDGA1	ENSG00000112139	6	37500284	37767082	910	211	PD_nalls2019	pqtls_MDGA1	0.00573011	-0.04775	0.05821	3.28342e-05	0	0.00379	0.830482
GLO1	ENSG00000124767	6	38543701	38770917	613	93	PD_nalls2019	pqtls_GLO1	0.25929	0.05384	0.46443	0.0672313	0.00335	0.2157	0.0154371
TREM2	ENSG00000095970	6	41026244	41230924	445	69	AD_schwartzentruber2021	pqtls_TREM2	-0.714494	-0.96158	-0.48928	0.510502	0.23939	0.92464	6.5813e-07
TREM2	ENSG00000095970	6	41026244	41230924	428	68	PD_nalls2019	pqtls_TREM2	0.220227	0.04778	0.39049	0.0485	0.00248	0.15248	0.0140597
TREML2	ENSG00000112195	6	41058015	41268932	487	78	AD_schwartzentruber2021	pqtls_TREML2	0.195207	-0.01047	0.40625	0.0381057	0	0.16504	0.0596391
TREML2	ENSG00000112195	6	41058015	41268932	470	77	PD_nalls2019	pqtls_TREML2	0.2788	0.13424	0.42347	0.0777293	0.01802	0.17932	0.000171666
TREM1	ENSG00000124731	6	41135664	41354457	656	107	PD_nalls2019	pqtls_TREM1	0.136082	0.03757	0.23788	0.0185183	0.00147	0.05658	0.0100866
CNPY3	ENSG00000137161	6	42796938	43007025	437	78	PD_nalls2019	pqtls_CNPY3	-0.0827044	-0.31993	0.15696	0.00684002	0	0.10344	0.486043
GNMT	ENSG00000124713	6	42828496	43031618	433	72	PD_nalls2019	pqtls_GNMT	-0.0439606	-0.18238	0.0979	0.00193253	0	0.03365	0.53618
PTK7	ENSG00000112655	6	42944006	43229457	529	96	PD_nalls2019	pqtls_PTK7	0.0757296	-0.10284	0.25437	0.00573497	0	0.06479	0.403895
DLK2	ENSG00000171462	6	43318090	43524370	328	64	PD_nalls2019	pqtls_DLK2	-0.0807229	-0.22859	0.07077	0.00651619	0	0.05225	0.292288
DLK2	ENSG00000171462	6	43318090	43524370	312	56	SCZ_pardinas2018	pqtls_DLK2	0.105493	-0.1911	0.41921	0.0111289	0	0.17602	0.469933
CLIC5	ENSG00000112782	6	45768045	46148132	941	162	PD_nalls2019	pqtls_CLIC5	-0.0207235	-0.10707	0.06648	0.000429465	0	0.01171	0.637542
CLIC5	ENSG00000112782	6	45768045	46148132	935	150	SCZ_pardinas2018	pqtls_CLIC5	0.0508199	-0.20704	0.31782	0.00258267	0	0.1043	0.688943
ENPP5	ENSG00000112796	6	46026924	46238708	404	87	PD_nalls2019	pqtls_ENPP5	-0.163023	-0.25659	-0.06974	0.0265766	0.00486	0.06584	0.000601531
ENPP5	ENSG00000112796	6	46026924	46238708	388	67	SCZ_pardinas2018	pqtls_ENPP5	-0.531757	-0.786	-0.31261	0.282766	0.09772	0.6178	2.39032e-05
PLA2G7	ENSG00000146070	6	46571938	46803430	392	90	PD_nalls2019	pqtls_PLA2G7	0.357159	0.12652	0.59562	0.127563	0.01601	0.35476	0.00340695
TNFRSF21	ENSG00000146072	6	47099268	47377641	706	130	AD_schwartzentruber2021	pqtls_TNFRSF21	0.268255	0.01651	0.54687	0.0719608	0.00132	0.29907	0.0367891
TNFRSF21	ENSG00000146072	6	47099268	47377641	695	134	PD_nalls2019	pqtls_TNFRSF21	0.111577	0.02409	0.20078	0.0124495	0.00064	0.04031	0.0145832
CRISP2	ENSG00000124490	6	49560073	49781274	559	49	PD_nalls2019	pqtls_CRISP2	-0.0265741	-0.21701	0.16716	0.000706182	0	0.05214	0.783013
GSTA1	ENSG00000243955	6	52556462	52768708	481	91	PD_nalls2019	pqtls_GSTA1	-0.0352329	-0.10778	0.03913	0.00124136	0	0.01162	0.333625
GFRAL	ENSG00000187871	6	55092267	55367291	1040	81	PD_nalls2019	pqtls_GFRAL	0.0125529	-0.10746	0.12967	0.000157575	0	0.01887	0.835409
COL9A1	ENSG00000112280	6	70824764	71112786	861	124	PD_nalls2019	pqtls_COL9A1	-0.205232	-0.39384	-0.02036	0.0421203	0.00091	0.15511	0.0320746
SMAP1	ENSG00000112305	6	71277479	71671718	755	129	PD_nalls2019	pqtls_SMAP1	-0.0602649	-0.12024	-0.00096	0.00363186	4e-05	0.01446	0.0499377
CD109	ENSG00000156535	6	74305508	74638040	957	96	PD_nalls2019	pqtls_CD109	-0.0757816	-0.14837	-0.00354	0.00574286	7e-05	0.02201	0.0418337
MYO6	ENSG00000196586	6	76358909	76729254	620	90	PD_nalls2019	pqtls_MYO6	0.0779094	-0.13965	0.30206	0.00606988	0	0.09134	0.483734
SH3BGRL2	ENSG00000198478	6	80241000	80513372	839	91	PD_nalls2019	pqtls_SH3BGRL2	0.0785188	-0.00446	0.16219	0.00616521	0	0.0263	0.061738
NT5E	ENSG00000135318	6	86059809	86305500	505	60	PD_nalls2019	pqtls_NT5E	0.0125024	-0.11315	0.14034	0.000156311	0	0.02219	0.846429
MANEA	ENSG00000172469	6	95925419	96157333	653	69	PD_nalls2019	pqtls_MANEA	-0.0313031	-0.10909	0.04624	0.000979886	0	0.01195	0.430793
METTL24	ENSG00000053328	6	110467131	110779475	737	126	PD_nalls2019	pqtls_METTL24	-0.0680922	-0.21949	0.08032	0.00463655	0	0.04818	0.3672
FYN	ENSG00000010810	6	111881535	112294655	1037	127	PD_nalls2019	pqtls_FYN	0.0750319	-0.18944	0.33931	0.00562979	0	0.1162	0.556048
HDAC2	ENSG00000196591	6	114154192	114432472	590	90	PD_nalls2019	pqtls_HDAC2	-0.265583	-0.51381	-0.0336	0.0705345	0.00196	0.264	0.026496
COL10A1	ENSG00000123500	6	116340086	116579910	457	69	PD_nalls2019	pqtls_COL10A1	0.0210356	-0.14764	0.19228	0.000442496	0	0.0405	0.807108
ASF1A	ENSG00000111875	6	119115384	119330332	497	45	PD_nalls2019	pqtls_ASF1A	0.216134	-0.12031	0.57882	0.046714	0	0.33503	0.202389
SMPDL3A	ENSG00000172594	6	123010315	123230865	606	131	PD_nalls2019	pqtls_SMPDL3A	-0.106778	-0.2347	0.02589	0.0114016	0	0.05508	0.117591
RSPO3	ENSG00000146374	6	127339749	127618910	427	97	PD_nalls2019	pqtls_RSPO3	0.0473119	-0.06442	0.15748	0.00223842	0	0.02496	0.399073
STX7	ENSG00000079950	6	132667006	132934337	767	134	PD_nalls2019	pqtls_STX7	0.0541271	-0.08188	0.18991	0.00292975	0	0.0364	0.432041
VNN2	ENSG00000112303	6	132965009	133184598	741	108	PD_nalls2019	pqtls_VNN2	-0.0492675	-0.13715	0.03936	0.00242728	0	0.01882	0.269716
IL20RA	ENSG00000016402	6	137221108	137466298	565	121	PD_nalls2019	pqtls_IL20RA	0.0105931	-0.16627	0.18766	0.000112214	0	0.04203	0.906794
IL20RA	ENSG00000016402	6	137221108	137466298	544	102	MS_imsgc2019	pqtls_IL20RA	-0.0892626	-0.41478	0.22357	0.00796781	0	0.17471	0.565384
IL22RA2	ENSG00000164485	6	137364968	137594785	520	106	PD_nalls2019	pqtls_IL22RA2	0.0126851	-0.10758	0.13244	0.000160912	0	0.01937	0.834117
IL22RA2	ENSG00000164485	6	137364968	137594785	496	86	MS_imsgc2019	pqtls_IL22RA2	-0.0814998	-0.29846	0.13329	0.00664222	0	0.08941	0.449113
TNFAIP3	ENSG00000118503	6	138088351	138304449	394	89	MS_imsgc2019	pqtls_TNFAIP3	-0.484152	-0.92268	-0.10594	0.234403	0.0126	0.85133	0.016387
VTA1	ENSG00000009844	6	142368367	142645826	487	75	PD_nalls2019	pqtls_VTA1	-0.0772995	-0.20131	0.04431	0.00597522	0	0.04053	0.221764
UST	ENSG00000111962	6	148968464	149498126	1414	211	PD_nalls2019	pqtls_UST	-0.103017	-0.20328	-0.00339	0.0106124	0.00013	0.04132	0.0428852
LRP11	ENSG00000120256	6	150039934	150286199	484	78	PD_nalls2019	pqtls_LRP11	0.104267	0.03216	0.1765	0.0108716	0.00104	0.03115	0.00474443
ULBP3	ENSG00000131019	6	150284286	150490231	654	106	PD_nalls2019	pqtls_ULBP3	-0.0707628	-0.22753	0.08836	0.00500737	0	0.05194	0.376576
MTRF1L	ENSG00000112031	6	153208497	153423820	640	69	PD_nalls2019	pqtls_MTRF1L	0.0110621	-0.24783	0.28276	0.000122371	0	0.09373	0.933605
ACAT2	ENSG00000120437	6	160081360	160300144	540	72	PD_nalls2019	pqtls_ACAT2	0.00547331	-0.18538	0.19416	2.99571e-05	0	0.04684	0.954349
IGF2R	ENSG00000197081	6	160290131	160634539	698	139	PD_nalls2019	pqtls_IGF2R	0.0561804	-0.03263	0.14621	0.00315624	0	0.02138	0.223351
PLG	ENSG00000122194	6	161023270	161274347	489	78	PD_nalls2019	pqtls_PLG	-0.000595844	-0.08254	0.08354	3.5503e-07	0	0.00912	0.988666
RNASET2	ENSG00000026297	6	167242992	167470679	749	89	CD_delange2017	pqtls_RNASET2	0.0214518	-0.14422	0.1857	0.000460181	0	0.03787	0.796824
RNASET2	ENSG00000026297	6	167242992	167470679	756	90	PD_nalls2019	pqtls_RNASET2	-0.0238219	-0.10198	0.05405	0.000567485	0	0.01054	0.550717
SMOC2	ENSG00000112562	6	168741831	169173984	1340	159	LBD_chia2021	pqtls_SMOC2	-0.0597035	-0.27593	0.1574	0.00356451	0	0.07844	0.577902
SMOC2	ENSG00000112562	6	168741831	169173984	1407	164	PD_nalls2019	pqtls_SMOC2	-0.0564384	-0.1621	0.05006	0.00318529	0	0.02627	0.299689
THBS2	ENSG00000186340	6	169515875	169754139	760	154	PD_nalls2019	pqtls_THBS2	-0.129827	-0.37154	0.09869	0.016855	0	0.13805	0.262217
DLL1	ENSG00000198719	6	170491294	170699561	504	122	PD_nalls2019	pqtls_DLL1	0.0789499	-0.06124	0.2208	0.00623309	0	0.04875	0.270439
PSMB1	ENSG00000008018	6	170744205	170962429	417	56	PD_nalls2019	pqtls_PSMB1	0.017684	-0.064	0.09992	0.000312724	0	0.01037	0.670122
SNX8	ENSG00000106266	7	2191405	2493953	712	148	PD_nalls2019	pqtls_SNX8	0.171501	0.0667	0.27432	0.0294126	0.00445	0.07525	0.00117577
SNX8	ENSG00000106266	7	2191405	2493953	698	139	SCZ_pardinas2018	pqtls_SNX8	-0.14608	-0.39456	0.10026	0.0213393	0	0.15568	0.239845
